MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,logSP
120,RM,0.0,-1.3753871179270538,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.2053448966625204,Gd,TA,PConc,Gd,TA,Gd,GLQ,0.7616387678721342,Unf,-0.359662323183478,-0.7487175044307911,848,GasA,Ex,Y,SBrkr,-0.835993845459896,-0.8700861079650746,0,-1.567483017816109,1,0,1,0,1,1,Gd,4,Typ,1,Gd,Attchd,0.37127023819480204,Fin,2,420,TA,TA,Y,0.9827450929338594,-1.0703598828507335,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,6,2008,ConLD,Normal,11.881041706925902
20,C (all),66.0,-0.08059182539159725,Grvl,<None>,Reg,Bnk,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,5,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,<None>,-0.8171343254785851,Fa,TA,CBlock,TA,TA,Av,Unf,-1.3528794995691213,Unf,-0.359662323183478,0.1840166465096373,540,GasA,TA,N,FuseA,-0.17385157001495977,-0.8700861079650746,0,-0.9559105442531186,0,0,1,0,2,1,Fa,4,Typ,0,<None>,Basment,0.10567820060456216,Unf,2,504,TA,TA,N,-0.9490260588204544,-1.0703598828507335,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,Shed,54,6,2010,WD,Alloca,10.932999821119935
20,RL,75.0,0.13897387911601392,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,1.2730933094447399,TA,TA,CBlock,TA,TA,No,Rec,0.7088020236740483,Unf,-0.359662323183478,0.7213427711257936,1442,GasA,Gd,Y,SBrkr,0.8527607966682782,-0.8700861079650746,0,0.011931318902814035,0,0,1,1,4,1,TA,7,Typ,0,<None>,Attchd,0.13584868181329557,RFn,1,301,TA,TA,Y,-0.9490260588204544,-1.0703598828507335,2.454718186133376,0,-0.2940036598327685,0,<None>,<None>,Shed,500,4,2007,COD,Normal,11.969723533345908
50,RL,45.0,-0.1869844558484864,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1918,1950,Gable,CompShg,Stucco,Stucco,<None>,-0.8171343254785851,TA,TA,BrkTil,TA,TA,No,Unf,-1.3528794995691213,Unf,-0.359662323183478,0.46618281628080516,686,GasW,Gd,Y,SBrkr,-1.5120200494461062,1.0914928333616356,0,-0.4189666372159577,0,1,1,1,3,1,Fa,7,Typ,0,<None>,Detchd,0.12074800304816459,Unf,1,280,TA,TA,P,1.1044930190578521,-1.0703598828507335,2.4513451586663146,0,-0.2940036598327685,0,<None>,<None>,<None>,0,7,2006,WD,Normal,11.661354090741
20,RL,48.0,0.5690156551080505,Pave,<None>,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.3725249544529345,TA,TA,PConc,Gd,TA,No,Unf,-1.3528794995691213,Unf,-0.359662323183478,1.82051285082623,1649,GasA,Ex,Y,SBrkr,1.3014576164882767,-0.8700861079650746,0,0.44258262404363086,0,0,2,0,3,1,Gd,6,Typ,0,<None>,Attchd,0.3401491780022002,RFn,2,598,TA,TA,Y,-0.9490260588204544,0.574377351391968,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,5,2010,WD,Normal,12.323415584358154
20,RL,0.0,0.4499159337946904,Pave,<None>,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,BrkFace,BrkFace,<None>,-0.8171343254785851,TA,TA,CBlock,TA,TA,No,BLQ,0.5746146433069189,Unf,-0.359662323183478,0.14655803070388887,1008,GasA,Gd,Y,SBrkr,-0.28553131494150086,-0.8700861079650746,0,-1.0597501744274171,0,0,1,0,2,1,TA,4,Typ,1,Gd,Attchd,0.11572130564691191,RFn,1,275,TA,TA,Y,-0.9490260588204544,-1.0703598828507335,2.4525194046596663,0,-0.2940036598327685,0,<None>,<None>,<None>,0,7,2006,WD,Normal,11.827743504053696
20,RL,0.0,0.7446277665788277,Pave,<None>,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,CemntBd,CmentBd,BrkFace,1.1790857313901846,Gd,TA,PConc,Gd,TA,No,GLQ,1.1722852109308364,Unf,-0.359662323183478,-0.2527407089679845,1568,GasA,Ex,Y,SBrkr,1.3544785899499128,-0.8700861079650746,0,0.49378248337107383,1,0,2,0,3,1,Gd,7,Typ,2,Gd,Attchd,0.3608827207642794,RFn,3,857,TA,TA,Y,1.0044787243773416,0.829617284810048,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,7,2008,WD,Normal,12.509877789891933
80,RL,80.0,-0.057492209099879704,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,6,7,1971,1971,Gable,CompShg,HdBoard,HdBoard,BrkFace,1.045981796891653,TA,TA,CBlock,TA,TA,Av,GLQ,0.5959324475430058,Unf,-0.359662323183478,0.1126845506105549,1010,GasA,Gd,Y,SBrkr,-0.14956071234265608,-0.8700861079650746,0,-0.9332876929601841,1,0,1,0,3,1,TA,6,Typ,0,<None>,Attchd,0.201642135429757,Unf,2,440,TA,TA,Y,-0.9490260588204544,-1.0703598828507335,-0.4079206211052366,0,-0.2940036598327685,0,<None>,MnPrv,<None>,0,6,2010,WD,Normal,11.951186847493476
120,RL,44.0,-0.6857546004651452,Pave,<None>,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,Stone,1.1493882564739337,Gd,TA,PConc,Gd,TA,Mn,GLQ,0.8262870876273746,Unf,-0.359662323183478,0.35257823670051935,1358,GasA,Ex,Y,SBrkr,0.6621586266704296,-0.8700861079650746,0,-0.16958828201202808,1,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,0.40251583009740477,RFn,2,484,TA,TA,Y,1.0813478785100958,0.587678604771527,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,6,2010,New,Partial,12.319405795112926
60,RL,72.0,-0.44316233027584484,Pave,<None>,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,<None>,-0.8171343254785851,Gd,TA,PConc,Gd,TA,No,Unf,-1.3528794995691213,Unf,-0.359662323183478,0.6616380661152103,798,GasA,Ex,Y,SBrkr,-1.0296869696178115,1.1695632038156625,0,0.4036532771145639,0,0,2,1,3,1,Gd,6,Typ,0,<None>,Attchd,0.3660747501607885,RFn,2,595,TA,TA,Y,-0.9490260588204544,0.7035976472499027,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,6,2008,WD,Normal,12.117246896289505
20,RM,60.0,-0.8008975096925869,Pave,Pave,Reg,Bnk,AllPub,Inside,Mod,OldTown,Norm,Norm,2fmCon,1Story,4,4,1953,1953,Gable,CompShg,MetalSd,MetalSd,<None>,-0.8171343254785851,Fa,TA,CBlock,Fa,TA,No,Unf,-1.3528794995691213,Unf,-0.359662323183478,0.883464076584202,936,GasA,TA,N,SBrkr,-0.5214698663480244,-0.8700861079650746,0,-1.2782033654906122,0,0,1,0,2,1,TA,4,Min2,0,<None>,Detchd,0.21690775491836028,Unf,2,576,TA,TA,Y,-0.9490260588204544,0.5466088609485048,2.45219456506214,0,-0.2940036598327685,0,<None>,<None>,<None>,0,2,2009,WD,Normal,11.440365524765756
60,RL,0.0,0.6103643910476485,Pave,<None>,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,<None>,-0.8171343254785851,Gd,TA,PConc,Gd,TA,Gd,Unf,-1.3528794995691213,Unf,-0.359662323183478,0.7425671248015777,847,GasA,Ex,Y,SBrkr,-0.8397538330601746,1.1792045057811147,0,0.5726662438300301,0,0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,0.3660747501607885,Fin,2,433,TA,TA,Y,0.8751970031770026,0.7335278724026761,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,10,2007,WD,Family,12.323860125621126
50,RL,60.0,0.168831303302649,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,7,1940,1950,Gable,CompShg,VinylSd,VinylSd,<None>,-0.8171343254785851,TA,TA,BrkTil,TA,TA,No,Unf,-1.3528794995691213,Unf,-0.359662323183478,0.6278525215223734,778,GasA,TA,Y,SBrkr,-0.4943683299503651,1.0846302008464874,0,0.10924949694589006,0,0,2,0,3,1,TA,7,Typ,1,Gd,Detchd,0.045707436819273015,Unf,1,240,TA,TA,Y,1.2495417654360803,-1.0703598828507335,-0.4079206211052366,0,-0.2940036598327685,0,<None>,GdWo,<None>,0,7,2009,WD,Normal,11.845827048676645
20,FV,81.0,0.41360164101945457,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,<None>,-0.8171343254785851,Gd,TA,PConc,Gd,Gd,No,Unf,-1.3528794995691213,Unf,-0.359662323183478,1.632648730974236,1489,GasA,Ex,Y,SBrkr,0.954585946679398,-0.8700861079650746,0,0.10924949694589006,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,0.38167159248403454,RFn,2,776,TA,TA,Y,-0.9490260588204544,1.2374635021331304,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,6,2006,New,Partial,12.357079818283598
20,RL,114.0,0.9622777129200614,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,PosN,1Fam,1Story,10,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,BrkFace,1.4604666844427578,Ex,TA,PConc,Ex,TA,Av,GLQ,1.3927875476847809,Unf,-0.359662323183478,-0.028814023050832072,2078,GasA,Ex,Y,SBrkr,2.0204809572751143,-0.8700861079650746,0,1.1425715996846426,1,0,2,0,2,1,Ex,7,Typ,1,Gd,Attchd,0.3868774598931175,Fin,3,1220,TA,TA,Y,1.07484674692725,0.7035976472499027,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,6,2008,New,Partial,12.861001210669146
45,RM,50.0,-0.7597923594550472,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,5,6,1924,1950,Gable,CompShg,MetalSd,MetalSd,<None>,-0.8171343254785851,TA,TA,BrkTil,TA,TA,No,ALQ,0.8698132228848271,Unf,-0.359662323183478,-2.0634069800126906,784,GasA,Gd,Y,SBrkr,-1.08611355817234,-0.8700861079650746,0,-1.7959603715212407,1,0,1,0,2,1,Gd,5,Typ,0,<None>,<None>,-4.092378380520978,<None>,0,0,<None>,<None>,Y,-0.9490260588204544,-1.0703598828507335,2.4523636970266414,0,-0.2940036598327685,0,<None>,<None>,<None>,0,5,2008,WD,Normal,11.603688960617085
20,RL,65.0,-0.12188816620281427,Pave,<None>,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,<None>,-0.8171343254785851,Gd,TA,PConc,Gd,TA,No,GLQ,-0.7332469929827237,Unf,-0.359662323183478,1.5656209808256047,1454,GasA,Ex,Y,SBrkr,0.8350965336894829,-0.8700861079650746,0,-0.00492658380815326,0,0,2,0,3,1,Gd,6,Typ,1,TA,Attchd,0.35569414942786653,RFn,2,527,TA,TA,Y,1.2066361253616136,0.6374640091135187,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,4,2009,WD,Normal,12.149507585033072
60,RL,0.0,2.296470620088395,Pave,<None>,IR2,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,2Story,5,5,1967,1967,Flat,Tar&Grv,Plywood,Plywood,<None>,-0.8171343254785851,TA,TA,PConc,TA,Gd,Gd,LwQ,0.21310782387856764,ALQ,2.7815412295043314,-2.0634069800126906,1013,GasA,TA,Y,SBrkr,0.16130337939655348,1.1954243614620685,0,1.2046690276534933,0,1,2,1,3,1,TA,7,Min2,0,<None>,Attchd,0.1813361342869544,Fin,2,538,TA,TA,Y,1.3580339430567,-1.0703598828507335,-0.4079206211052366,0,3.4013355954543125,0,<None>,<None>,<None>,0,6,2009,WD,Abnorml,12.128116509451258
160,FV,24.0,-2.41713804652118,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,<None>,-0.8171343254785851,Gd,TA,PConc,Gd,TA,No,Unf,-1.3528794995691213,Unf,-0.359662323183478,0.30433112880850527,600,GasA,Ex,Y,SBrkr,-2.3968067567497955,1.111248971872178,80,-0.48443832470954634,0,0,2,1,2,1,Gd,4,Typ,0,<None>,Detchd,0.37646918544354163,RFn,2,480,TA,TA,Y,-0.9490260588204544,1.318719927173152,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,7,2006,WD,Normal,11.900912042974875
20,RL,80.0,0.5301333546671607,Pave,<None>,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1957,1957,Gable,CompShg,HdBoard,HdBoard,BrkFace,1.351668405649584,TA,TA,CBlock,TA,TA,No,Rec,1.0602520762312413,Unf,-0.359662323183478,-0.24756219994552336,1392,GasA,TA,Y,FuseA,0.7406999650197278,-0.8700861079650746,0,-0.09489143317026358,1,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,0.13081169054485128,RFn,2,458,TA,TA,Y,-0.9490260588204544,-1.0703598828507335,-0.4079206211052366,0,3.401332331825362,0,<None>,<None>,<None>,0,6,2008,WD,Normal,12.01974909141692
160,FV,30.0,-2.0022348317928764,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,<None>,-0.8171343254785851,TA,TA,PConc,Gd,TA,No,Unf,-1.3528794995691213,Unf,-0.359662323183478,0.30433112880850527,600,GasA,Ex,Y,SBrkr,-2.3968067567497955,1.1038087321775665,80,-0.5412792592875295,0,0,2,1,2,1,Gd,4,Typ,0,<None>,Detchd,0.37646918544354163,RFn,2,480,TA,TA,Y,-0.9490260588204544,1.318719927173152,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,6,2006,WD,Normal,11.92504173829169
60,RL,44.0,0.0980618775691791,Pave,<None>,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,6,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.2576000680724904,Gd,TA,PConc,Gd,TA,No,GLQ,0.5710029652598289,Unf,-0.359662323183478,0.007523806350470879,941,GasA,Ex,Y,SBrkr,-0.5045042159422355,1.1796298447978597,0,0.7385045392242285,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,0.3660747501607885,RFn,2,613,TA,TA,Y,1.0813478785100958,0.6374640091135187,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,1,2010,WD,Normal,12.37581963951765
20,RL,100.0,0.18927874660854901,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1964,1964,Gable,CompShg,HdBoard,Plywood,BrkFace,1.2175357732974041,TA,TA,CBlock,TA,TA,No,Rec,0.09683844824418983,BLQ,2.7812360460241035,0.9429672200732103,1516,GasA,TA,Y,SBrkr,1.0116273449880402,-0.8700861079650746,0,0.16387151876491016,0,0,1,1,3,1,TA,6,Typ,0,<None>,Attchd,0.16614273162389254,RFn,2,472,TA,TA,Y,-0.9490260588204544,-1.0703598828507335,-0.4079206211052366,0,3.4013245605113736,0,<None>,<None>,<None>,0,2,2009,WD,Normal,12.025755079404917
20,RL,75.0,-0.2767603900322542,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1961,1961,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.1619137026384785,TA,TA,CBlock,TA,TA,No,Rec,0.6715390063562232,Unf,-0.359662323183478,0.24901581216344582,1144,GasA,Gd,Y,SBrkr,0.11713548883071538,-0.8700861079650746,0,-0.6840265130555421,1,0,1,0,3,1,TA,6,Typ,0,<None>,Attchd,0.1509802527329246,Unf,2,456,TA,TA,Y,-0.9490260588204544,-1.0703598828507335,-0.4079206211052366,0,-0.2940036598327685,0,<None>,GdWo,<None>,0,9,2008,WD,Normal,11.849047640327148
20,RL,60.0,0.10867247863900092,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,7,1950,1995,Gable,CompShg,VinylSd,HdBoard,<None>,-0.8171343254785851,TA,TA,CBlock,Gd,TA,No,BLQ,0.5198279128300708,Unf,-0.359662323183478,0.35257823670051935,1067,GasA,TA,Y,SBrkr,-0.10451250266964006,-0.8700861079650746,0,-0.8912975674402536,0,0,2,0,2,1,Gd,4,Min2,0,<None>,Attchd,0.32980314342437933,Unf,2,436,TA,TA,Y,1.2066361253616136,-1.0703598828507335,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,2,2010,WD,Normal,11.759793355371237
30,RM,90.0,-0.222130546106312,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1948,1973,Gable,CompShg,VinylSd,VinylSd,<None>,-0.8171343254785851,TA,TA,BrkTil,TA,TA,No,Rec,0.37133492752403374,Unf,-0.359662323183478,1.2922757098586721,1559,GasA,Gd,Y,SBrkr,1.1003920555038893,-0.8700861079650746,0,0.2490221694303075,1,0,1,0,2,1,TA,5,Min2,0,<None>,Detchd,0.08563313311734103,Unf,2,812,TA,TA,Y,-0.9490260588204544,1.1480578913736323,2.4544337999980397,0,-0.2940036598327685,0,<None>,GdWo,<None>,0,6,2007,COD,Normal,11.941462360646147
160,RM,21.0,-3.1786616883683925,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,1.192129042287798,TA,TA,CBlock,TA,TA,No,BLQ,0.3585213506930161,Unf,-0.359662323183478,-0.8742691796158699,483,GasA,TA,Y,SBrkr,-2.6327789666856343,1.06885578347141,0,-1.1219268050398479,1,0,1,1,2,1,TA,5,Typ,0,<None>,Detchd,0.21181577405219187,Unf,1,264,TA,TA,Y,-0.9490260588204544,-1.0703598828507335,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,11,2008,WD,Normal,11.51293546492023
20,RL,75.0,0.09335103240048555,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1995,2006,Gable,CompShg,VinylSd,VinylSd,<None>,-0.8171343254785851,TA,TA,PConc,Gd,TA,No,Unf,-1.3528794995691213,Unf,-0.359662323183478,1.1242225360813733,1099,GasA,Ex,Y,SBrkr,-0.010503669205419796,-0.8700861079650746,0,-0.8035225900810806,0,0,1,1,3,1,Gd,6,Typ,0,<None>,Attchd,0.34532737862471713,Unf,1,352,TA,TA,Y,1.1939763746764651,-1.0703598828507335,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,6,2008,WD,Normal,11.87757552297847
50,RL,70.0,0.5079866167727788,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1946,1995,Gable,CompShg,MetalSd,MetalSd,<None>,-0.8171343254785851,TA,TA,CBlock,TA,TA,No,BLQ,0.3932094950145222,Unf,-0.359662323183478,-0.08937669150953415,768,GasA,Ex,Y,SBrkr,-1.1518563539085633,1.037303545074322,0,-0.5412792592875295,0,0,1,0,3,1,TA,6,Typ,0,<None>,Detchd,0.07563116126917993,Unf,1,240,TA,TA,Y,-0.9490260588204544,-1.0703598828507335,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,5,2008,WD,Normal,11.779136168550774
70,RH,0.0,0.5719389058427876,Pave,<None>,IR1,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,6,8,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,<None>,-0.8171343254785851,TA,TA,BrkTil,TA,TA,No,BLQ,-0.008130590306146513,Unf,-0.359662323183478,0.13392060670950617,672,GasA,TA,N,SBrkr,-0.9821087315789763,1.1261166166452299,0,0.09493791839880626,0,0,2,0,4,1,Fa,7,Typ,0,<None>,Detchd,0.015906900006266878,Unf,1,400,TA,TA,P,-0.9490260588204544,-1.0703598828507335,2.454600546767413,0,-0.2940036598327685,0,<None>,<None>,<None>,0,3,2008,WD,Normal,11.849404844423074
70,RM,60.0,0.27283849691875006,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,8,1904,2002,Gable,CompShg,MetalSd,MetalSd,<None>,-0.8171343254785851,TA,TA,PConc,TA,TA,No,Unf,-1.3528794995691213,Unf,-0.359662323183478,0.3998161526019527,650,GasA,Gd,Y,SBrkr,-0.4474922918465082,1.0974158018365574,0,0.20969251475684492,0,0,2,0,3,1,Gd,8,Typ,1,Po,Detchd,0.2628905342480805,Unf,2,686,Gd,TA,P,0.7584217147318587,0.960499793128945,2.448635988436299,0,-0.2940036598327685,0,<None>,<None>,<None>,0,6,2008,WD,Normal,11.967187086434018
80,RL,82.0,-0.012931001927029423,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,1.2207010386055641,TA,TA,CBlock,TA,TA,Gd,Rec,0.32879507647602185,ALQ,2.781450193818432,-0.4566682466263346,1127,GasA,TA,Y,SBrkr,0.17498012588876513,-0.8700861079650746,0,-0.6297502455935502,1,0,1,1,3,1,TA,6,Typ,0,<None>,Attchd,0.17626822978322906,RFn,2,490,Gd,Gd,Y,-0.9490260588204544,1.1985195762883503,-0.4079206211052366,0,-0.2940036598327685,0,<None>,GdPrv,<None>,0,5,2008,WD,Normal,12.071975378543236
90,RL,80.0,-0.24622839594638218,Pave,<None>,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,Duplex,1Story,5,4,1961,1961,Gable,CompShg,BrkFace,BrkFace,<None>,-0.8171343254785851,TA,TA,CBlock,TA,TA,No,Unf,-1.3528794995691213,Unf,-0.359662323183478,1.9891517818807034,1800,GasA,Ex,N,SBrkr,1.5563005086889923,-0.8700861079650746,0,0.6892780139196798,0,0,2,0,6,2,TA,10,Typ,0,<None>,<None>,-4.092378380520978,<None>,0,0,<None>,<None>,Y,-0.9490260588204544,-1.0703598828507335,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,7,2007,WD,Normal,11.856522261533735
50,RM,100.0,0.6530839212621002,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,8,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,<None>,-0.8171343254785851,TA,TA,BrkTil,TA,TA,Mn,Unf,-1.3528794995691213,Unf,-0.359662323183478,0.7893016369922083,876,GasA,Gd,Y,SBrkr,-0.7324874667600059,1.0827793704269408,0,-0.04317888401941224,0,0,1,1,4,1,TA,7,Typ,1,Gd,Detchd,0.09063925863334939,Unf,3,720,TA,TA,Y,1.3144607869705207,-1.0703598828507335,2.4540875861165405,0,-0.2940036598327685,0,<None>,<None>,<None>,0,6,2008,WD,Normal,11.944064817531656
85,RL,0.0,1.1962794935576742,Pave,<None>,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,SFoyer,5,5,1975,1981,Gable,CompShg,HdBoard,HdBoard,<None>,-0.8171343254785851,TA,TA,CBlock,Gd,TA,Gd,ALQ,1.269148808434354,Unf,-0.359662323183478,-2.0634069800126906,1390,GasA,TA,Y,SBrkr,1.3769314089660705,-0.8700861079650746,0,0.5154840354745586,1,0,2,0,3,1,TA,6,Min2,2,TA,Basment,0.22200317759861887,Fin,2,611,TA,TA,Y,-0.9490260588204544,-1.0703598828507335,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,1,2007,WD,Normal,12.049424683420916
60,RL,75.0,0.050246027905608316,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,1.1634151611789185,Gd,TA,PConc,Gd,TA,No,ALQ,0.6063727947194132,Unf,-0.359662323183478,-0.6081181966160575,740,GasA,Ex,Y,SBrkr,-0.29185295332560973,1.1522419033774665,0,0.646245744520693,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,0.3143099995472106,Unf,2,425,TA,TA,Y,1.1419371653460753,0.9228782561643117,2.454063712730232,0,-0.2940036598327685,0,<None>,<None>,<None>,0,7,2009,WD,Normal,12.269052139516225
20,RL,36.0,1.056806246766226,Pave,<None>,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1972,1972,Gable,CompShg,HdBoard,Plywood,<None>,-0.8171343254785851,TA,TA,CBlock,TA,TA,Av,BLQ,0.5427254055636197,Unf,-0.359662323183478,-0.11800245819646094,864,GasA,Ex,Y,SBrkr,-0.7764335732117388,-0.8700861079650746,0,-1.5128721557628066,1,0,1,0,3,1,TA,5,Typ,1,Fa,Attchd,0.2067272344170699,Unf,1,338,TA,TA,Y,-0.9490260588204544,-1.0703598828507335,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,8,2009,WD,Normal,11.80186424743109
