MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,logSP,Age,Garage_Age,RemodAge,KMeansCluster
80,RL,0.0,0.3700173445415508,Pave,<None>,IR1,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,Plywood,HdBoard,<None>,-0.8171343254785851,TA,TA,CBlock,Gd,Gd,Gd,GLQ,0.5970995215927799,LwQ,2.7813651050268757,-2.06340698001269,940,GasA,TA,Y,SBrkr,-0.2291982888625909,-0.8700861079650746,0,-1.0074069690290506,1,0,1,0,3,1,TA,5,Typ,0,<None>,Detchd,0.2526480244016095,Unf,2,576,TA,Fa,Y,-0.9490260588204544,-1.0703598828507337,2.437191953845592,0,-0.2940036598327685,0,<None>,MnPrv,<None>,0,10,2008,WD,Normal,11.898194668458824,30,2007.7473519755983,30,2
60,RL,65.0,-0.2161506851833112,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,<None>,-0.8171343254785851,TA,TA,PConc,Gd,TA,No,Unf,-1.3528794995691211,Unf,-0.359662323183478,0.4950876787352954,702,GasA,Gd,Y,SBrkr,-1.4384565116258716,1.154721839776777,0,0.092888278034671,0,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,0.3194709272127337,Fin,2,343,TA,TA,Y,-0.9490260588204544,0.6006195093871691,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,3,2009,WD,Normal,12.066816325306588,15,2008.6805290727873,14,2
20,RL,80.0,0.2653133345472195,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,1.2268428310984645,TA,TA,CBlock,Gd,TA,No,Unf,-1.3528794995691211,Unf,-0.359662323183478,1.11144304860835,1090,GasA,TA,Y,SBrkr,0.6901029645587554,-0.8700861079650746,0,-0.1430281170232355,0,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,0.2271020426758095,RFn,2,479,TA,TA,Y,-0.9490260588204544,-1.0703598828507337,-0.4079206211052366,0,-0.2940036598327685,0,<None>,MnPrv,<None>,0,6,2009,WD,Family,11.93164237875414,33,2008.7728979573242,33,3
60,RL,0.0,0.3805553385908694,Pave,<None>,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,7,1968,1984,Gable,CompShg,HdBoard,HdBoard,BrkFace,1.2551275071994756,TA,TA,CBlock,TA,TA,Mn,BLQ,0.7198493162117219,Unf,-0.359662323183478,-0.0449300531289505,1054,GasA,TA,Y,SBrkr,1.0032416306830734,1.2263236481068296,0,1.900892847828296,1,0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,0.1864074765193452,Unf,2,619,TA,TA,Y,-0.9490260588204544,0.8749151811058725,-0.4079206211052366,0,3.4013353650701585,0,<None>,<None>,<None>,0,8,2006,WD,Normal,12.429220196836384,38,2005.8135925234806,22,3
50,RL,55.0,-0.334934076038979,Pave,<None>,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,8,1918,1998,Gable,CompShg,Wd Sdng,Wd Sdng,<None>,-0.8171343254785851,Gd,TA,BrkTil,TA,TA,No,Unf,-1.3528794995691211,Unf,-0.359662323183478,0.8461933800828059,912,GasA,Gd,Y,SBrkr,-0.6041959798510146,1.0728331840852912,0,-0.021872163302668,0,0,1,1,3,1,Gd,7,Typ,1,Gd,Detchd,-0.0285632073955122,Unf,1,216,TA,TA,Y,-0.9490260588204544,1.4953790318656088,-0.4079206211052366,0,-0.2940036598327685,0,<None>,GdPrv,<None>,0,6,2007,WD,Normal,12.154521423145216,89,2007.0285632073956,9,0
190,RL,75.0,0.4840745619659579,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,2fmCon,1Story,5,4,1965,1965,Hip,CompShg,Plywood,HdBoard,<None>,-0.8171343254785851,TA,TA,PConc,TA,TA,Mn,BLQ,0.9159571503989472,Unf,-0.359662323183478,-0.7060093621733416,1039,GasA,Ex,Y,SBrkr,-0.1891287032715999,-0.8700861079650746,0,-0.9701318020399398,1,0,1,1,3,1,TA,6,Typ,0,<None>,Attchd,0.1712037624237487,Unf,2,504,TA,TA,Y,-0.9490260588204544,-1.0703598828507337,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,4,2010,WD,Normal,11.78676973513378,45,2009.8287962375762,45,0
20,RL,81.0,0.1232734103779029,Pave,<None>,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1984,1985,Hip,CompShg,HdBoard,Plywood,<None>,-0.8171343254785851,TA,TA,PConc,Gd,TA,No,GLQ,0.3713349275240337,Unf,-0.359662323183478,0.4950876787352954,1040,GasA,TA,Y,SBrkr,-0.0162979876057729,-0.8700861079650746,0,-0.8089384691998267,0,0,2,0,3,1,TA,6,Typ,0,<None>,Attchd,0.2782801533648164,Unf,2,480,TA,TA,Y,-0.9490260588204544,-1.0703598828507337,-0.4079206211052366,0,-0.2940036598327685,0,<None>,GdPrv,<None>,0,5,2010,WD,Normal,11.93164237875414,26,2009.721719846635,25,2
20,RL,70.0,-0.2630249901328053,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,Plywood,<None>,-0.8171343254785851,TA,TA,CBlock,TA,TA,No,BLQ,1.1298330058210788,Unf,-0.359662323183478,-2.06340698001269,1148,GasA,TA,Y,SBrkr,0.128235501211948,-0.8700861079650746,0,-0.6736171541649842,1,0,1,0,3,1,TA,6,Typ,0,<None>,Attchd,0.1408891055434843,Unf,1,672,TA,TA,Y,-0.9490260588204544,-1.0703598828507337,-0.4079206211052366,0,-0.2940036598327685,0,<None>,GdPrv,<None>,0,7,2009,WD,Normal,11.794345471549745,50,2008.8591108944565,50,0
20,FV,72.0,-0.0967393582879562,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,<None>,-0.8171343254785851,Gd,TA,PConc,Ex,TA,No,Unf,-1.3528794995691211,Unf,-0.359662323183478,1.4884111607609705,1372,GasA,Ex,Y,SBrkr,0.6947363794805504,-0.8700861079650746,0,-0.1386224667051439,0,0,2,0,3,1,Gd,6,Typ,0,<None>,Attchd,0.392086788247436,Fin,2,529,TA,TA,Y,-0.9490260588204544,1.2374635021331304,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,5,2008,New,Partial,12.43153750053306,1,2007.6079132117525,0,1
20,RL,0.0,-0.0721210596167818,Pave,<None>,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1970,1970,Gable,CompShg,MetalSd,MetalSd,BrkFace,1.0339968685103906,TA,TA,CBlock,TA,TA,No,BLQ,0.9056496850788406,Unf,-0.359662323183478,-0.7929020379803297,1002,GasA,TA,Y,SBrkr,-0.3045342760697443,-0.8700861079650746,0,-1.0773911216047327,1,0,1,0,3,1,TA,5,Typ,0,<None>,Detchd,0.2118157740521918,Unf,2,902,TA,TA,Y,-0.9490260588204544,-1.0703598828507337,-0.4079206211052366,0,-0.2940036598327685,0,<None>,MnPrv,<None>,0,8,2009,WD,Normal,11.908346971208951,39,2008.7881842259478,39,0
20,RL,67.0,0.313002444690443,Pave,<None>,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,1.2942206872135344,Gd,TA,PConc,Gd,TA,Av,Unf,-1.3528794995691211,Unf,-0.359662323183478,1.807914575333016,1638,GasA,Ex,Y,SBrkr,1.2726820226903677,-0.8700861079650746,0,0.4148230312898691,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,0.3868774598931175,RFn,3,870,TA,TA,Y,1.0813478785100958,0.9724147991152828,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,11,2007,New,Partial,12.424810506025397,1,2006.6131225401068,0,1
20,RL,85.0,-0.5127760390307771,Pave,<None>,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1961,1961,Gable,CompShg,VinylSd,VinylSd,<None>,-0.8171343254785851,TA,TA,CBlock,TA,TA,No,ALQ,0.9848745529498276,Unf,-0.359662323183478,-1.0712351408316303,1040,GasA,TA,Y,SBrkr,0.0497035843343881,-0.8700861079650746,0,-0.7472025255952043,1,0,1,1,3,1,Fa,5,Typ,0,<None>,Attchd,0.1509802527329246,RFn,2,544,TA,TA,Y,1.0399417283334982,-1.0703598828507337,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,Shed,400,5,2007,WD,Normal,11.767575435251748,46,2006.849019747267,46,3
60,RL,0.0,0.9567629478589308,Pave,<None>,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Feedr,Norm,1Fam,2Story,5,6,1948,1950,Gable,CompShg,Plywood,Plywood,<None>,-0.8171343254785851,TA,TA,Slab,<None>,<None>,<None>,<None>,-1.3528794995691211,<None>,-0.359662323183478,-2.06340698001269,0,GasA,Gd,Y,SBrkr,1.0758709778903637,1.139540748896888,53,1.4774599654571974,0,0,2,0,2,1,TA,7,Typ,1,TA,Attchd,0.2424192981144901,Unf,2,672,TA,TA,P,0.9337924814842752,1.2508840844569855,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,5,2006,WD,Normal,12.037659911047468,58,2005.7575807018854,56,3
60,RL,80.0,0.1763262737918386,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,MetalSd,MetalSd,BrkFace,1.275280592358237,Gd,TA,PConc,Gd,TA,No,GLQ,0.8410473661776496,Unf,-0.359662323183478,-0.3876752671879396,1050,GasA,Ex,Y,SBrkr,-0.1194573400409233,1.179417310466282,0,0.934774424773102,1,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,0.3143099995472106,Fin,2,574,TA,TA,Y,1.0167850978812372,1.0279380368474131,-0.4079206211052366,0,-0.2940036598327685,0,<None>,GdPrv,<None>,0,6,2010,WD,Normal,12.371591321286903,17,2009.6856900004527,16,2
20,RL,60.0,-0.6178519200539384,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,5,5,1962,1962,Hip,CompShg,MetalSd,MetalSd,<None>,-0.8171343254785851,TA,TA,CBlock,TA,TA,No,Unf,-1.3528794995691211,Unf,-0.359662323183478,0.817898880207912,894,GasA,Gd,N,SBrkr,-0.6676916533837682,-0.8700861079650746,0,-1.4129632107014318,0,0,1,0,2,1,TA,5,Typ,0,<None>,Detchd,0.1560309773635954,Unf,1,308,TA,TA,Y,-0.9490260588204544,-1.0703598828507337,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,8,2009,WD,Normal,11.603688960617085,47,2008.8439690226364,47,0
60,RL,70.0,-0.0721210596167818,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.1286635379212846,TA,TA,PConc,Gd,TA,No,GLQ,0.5970995215927799,Unf,-0.359662323183478,-0.3904905730688114,804,GasA,Ex,Y,SBrkr,-1.005808509492062,1.1774922571724098,0,0.4810569363336082,0,0,2,1,3,1,Gd,7,Typ,0,<None>,Attchd,0.3401491780022002,RFn,2,523,TA,TA,Y,-0.9490260588204544,0.9544299979401972,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,6,2010,WD,Normal,12.208574513247497,12,2009.659850821998,12,2
20,RL,74.0,-0.040776457354602,Pave,<None>,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,1996,Gable,CompShg,WdShing,Wd Shng,<None>,-0.8171343254785851,Gd,TA,Stone,TA,TA,Av,Unf,-1.3528794995691211,Unf,-0.359662323183478,-1.0857859290692171,105,GasA,Gd,Y,SBrkr,-0.6111884610007233,-0.8700861079650746,0,-1.360945733391156,0,0,1,0,3,1,Gd,5,Typ,0,<None>,Attchd,0.1106980383613794,Unf,2,414,TA,TA,Y,1.087705075984454,-1.0703598828507337,2.4533790217050906,0,-0.2940036598327685,0,<None>,GdWo,<None>,0,10,2008,WD,Normal,11.661354090741,55,2007.8893019616387,12,0
40,RL,60.0,0.5701529687653536,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1949,1950,Gable,CompShg,HdBoard,HdBoard,<None>,-0.8171343254785851,Gd,TA,CBlock,TA,TA,No,Rec,0.4277391971764979,Unf,-0.359662323183478,0.0052725212623084,832,GasA,Gd,Y,SBrkr,-0.1983305510933468,-0.8700861079650746,232,-0.3760454210277775,0,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,0.0906392586333493,Unf,1,288,TA,TA,Y,-0.9490260588204544,0.4856957975594531,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,Othr,0,9,2009,WD,Normal,11.798111925972618,60,2008.9093607413668,59,0
50,RM,52.0,-0.8924138160722401,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,<None>,-0.8171343254785851,TA,TA,CBlock,TA,TA,No,Unf,-1.3528794995691211,Unf,-0.359662323183478,0.4479360667300454,676,GasA,Ex,Y,SBrkr,-1.5588792525675823,1.0479896152525374,0,-0.7180921906926955,0,0,1,1,3,1,TA,5,Typ,0,<None>,Detchd,0.050686166090851,Unf,1,200,TA,TA,Y,0.4206127519983461,-1.0703598828507337,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,8,2009,WD,Abnorml,11.104972264124868,68,2008.9493138339092,59,0
60,FV,75.0,-0.0172567672912003,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,<None>,-0.8171343254785851,Gd,TA,PConc,Gd,TA,Av,GLQ,-0.367617386668007,Unf,-0.359662323183478,1.1538278217592692,1184,GasA,Ex,Y,SBrkr,0.2264181877457666,1.2663170518482971,0,1.8480455986807944,0,0,2,1,4,1,Ex,11,Typ,1,Gd,BuiltIn,0.3868774598931175,Fin,2,550,TA,TA,Y,1.1059714074448717,1.6961957615933758,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,8,2007,New,Partial,12.623064399210184,0,2006.6131225401068,0,1
20,RL,94.0,2.038589003795097,Pave,<None>,Reg,HLS,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,4,5,1963,1963,Gable,CompShg,HdBoard,Plywood,<None>,-0.8171343254785851,TA,TA,PConc,TA,TA,Gd,ALQ,0.7336934873588766,Unf,-0.359662323183478,-0.0542007314447012,1064,GasA,Gd,Y,SBrkr,-0.1860673638875418,-0.8700861079650746,0,-0.9672824684496792,1,0,1,0,3,1,TA,5,Typ,0,<None>,Attchd,0.1610851367988466,Unf,2,648,TA,TA,Y,-0.9490260588204544,-1.0703598828507337,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,1,2007,WD,Normal,11.792456911128632,44,2006.8389148632011,44,0
60,RL,74.0,-0.0535207567078697,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,Stone,1.2517649105955273,Gd,TA,PConc,Ex,TA,No,GLQ,1.143384593138207,Unf,-0.359662323183478,-0.4103383157664888,1462,GasA,Ex,Y,SBrkr,0.8964932677717284,1.1504842157740798,0,1.345238151031776,1,0,2,1,4,1,Ex,10,Typ,1,Gd,Attchd,0.371270238194802,Fin,3,738,TA,TA,Y,1.068195270744696,-1.0703598828507337,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,6,2009,WD,Normal,12.765691290604371,5,2008.6287297618053,4,1
85,RL,88.0,0.5104963509461553,Pave,<None>,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,7,1961,1995,Gable,CompShg,HdBoard,HdBoard,<None>,-0.8171343254785851,TA,TA,CBlock,TA,TA,Av,ALQ,0.9605059530522452,Unf,-0.359662323183478,-0.6646434577208209,1109,GasA,TA,Y,SBrkr,0.1475671477032842,-0.8700861079650746,0,-0.6554816462968746,1,0,1,0,3,1,Gd,6,Min2,0,<None>,Detchd,0.2834169232200231,Unf,2,576,TA,TA,Y,1.0813478785100958,-1.0703598828507337,-0.4079206211052366,0,-0.2940036598327685,0,<None>,MnPrv,Shed,400,6,2010,WD,Normal,11.904974309480185,49,2009.71658307678,15,3
20,RL,0.0,-0.5044924491148683,Pave,<None>,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,8,1978,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.0729704776623872,Gd,Gd,CBlock,TA,TA,No,ALQ,0.7463397516726922,Unf,-0.359662323183478,-0.6377543590324806,864,GasA,Ex,Y,SBrkr,-0.7764335732117388,-0.8700861079650746,0,-1.5128721557628066,1,0,1,0,3,1,TA,6,Typ,0,<None>,Attchd,0.2373101023513905,Unf,1,336,TA,TA,Y,-0.9490260588204544,-1.0703598828507337,-0.4079206211052366,0,-0.2940036598327685,0,<None>,GdWo,<None>,0,7,2009,WD,Normal,11.824087219587645,31,2008.7626898976487,4,0
20,RL,60.0,-0.4978900618961891,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,<None>,-0.8171343254785851,TA,TA,PConc,Ex,Gd,No,ALQ,1.0191623498999385,Unf,-0.359662323183478,-1.0616520496934685,1090,GasA,Gd,Y,SBrkr,-0.0366621933045788,-0.8700861079650746,0,-0.8279666074223463,1,0,1,1,2,1,TA,5,Typ,0,<None>,Attchd,0.3764691854435416,Fin,2,450,TA,TA,Y,-0.9490260588204544,0.7431032242892313,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,6,2007,WD,Normal,11.964007453736912,2,2006.6235308145565,1,2
50,RL,44.0,0.8169204369343654,Pave,<None>,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1.5Fin,7,5,1990,1991,Gable,CompShg,HdBoard,HdBoard,BrkFace,1.13048990205444,Gd,Gd,CBlock,Gd,TA,Mn,LwQ,0.9627494221385254,Unf,-0.359662323183478,-0.5227487338424244,1156,GasA,Ex,Y,SBrkr,0.2344639379847426,1.079019087919442,0,0.5441990241580829,0,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,0.2988479313615373,RFn,2,400,TA,TA,Y,1.0399417283334982,0.6006195093871691,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,4,2007,WD,Normal,12.141539457711714,17,2006.7011520686385,16,2
60,RL,0.0,0.1159860276824197,Pave,<None>,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,<None>,-0.8171343254785851,TA,TA,PConc,Gd,TA,No,Unf,-1.3528794995691211,Unf,-0.359662323183478,0.6783630574282699,808,GasA,Gd,Y,SBrkr,-0.9899889684117312,1.156192635393924,0,0.3148182563186985,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,0.3143099995472106,RFn,2,389,TA,TA,Y,1.2556540365685809,0.649140556603013,-0.4079206211052366,0,-0.2940036598327685,0,<None>,MnPrv,<None>,0,12,2009,WD,Normal,12.08954444723597,17,2008.6856900004527,16,2
75,RL,60.0,-0.7367659912824421,Pave,<None>,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2.5Fin,4,5,1912,1950,Gable,CompShg,Wd Sdng,Wd Sdng,<None>,-0.8171343254785851,Gd,TA,PConc,TA,Fa,No,Unf,-1.3528794995691211,Unf,-0.359662323183478,0.6565989946781109,795,GasA,TA,N,SBrkr,-0.4608147082571545,1.158616017375495,481,1.353656094376896,1,0,1,0,5,1,TA,10,Typ,0,<None>,Detchd,0.3349744331282109,Unf,1,440,TA,Gd,Y,-0.9490260588204544,1.3782388418151623,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,3,2006,WD,Normal,11.682676678340282,94,2005.6650255668717,56,3
20,RL,65.0,-0.463578694496976,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,BrkFace,0.9769073421303908,TA,TA,CBlock,TA,TA,No,BLQ,0.5067961820377107,Unf,-0.359662323183478,0.0120186036653687,892,GasA,TA,Y,SBrkr,-0.6748260219247336,-0.8700861079650746,0,-1.4195261307457083,0,0,1,0,3,1,TA,5,Typ,0,<None>,Attchd,0.1813361342869544,RFn,1,288,TA,TA,Y,-0.9490260588204544,-1.0703598828507337,-0.4079206211052366,0,-0.2940036598327685,0,<None>,GdWo,<None>,0,7,2009,WD,Normal,11.51293546492023,42,2008.818663865713,42,0
120,FV,50.0,-1.104305100537016,Pave,<None>,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,0.9769073421303908,Gd,TA,PConc,Ex,TA,Av,GLQ,1.184069101062795,Unf,-0.359662323183478,0.0120186036653687,1698,GasA,Ex,Y,SBrkr,1.3918115030581208,-0.8700861079650746,0,0.5298727803131338,1,0,2,0,2,1,Gd,5,Typ,1,TA,Attchd,0.3453273786247171,Fin,2,506,TA,TA,Y,0.8653348036299089,0.8749151811058725,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,1,2008,CWD,Abnorml,12.70351207261035,9,2007.6546726213753,8,1
90,RL,70.0,-0.1531326936561478,Pave,<None>,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,5,1959,2005,Gable,CompShg,MetalSd,MetalSd,BrkFace,1.1393409734266744,TA,TA,CBlock,TA,TA,No,LwQ,0.6234649948806428,Unf,-0.359662323183478,1.1228053319937683,1626,GasA,Ex,Y,SBrkr,1.397373459357449,-0.8700861079650746,0,0.535252415810254,0,0,2,0,4,2,TA,8,Typ,0,<None>,Attchd,0.3764691854435416,Fin,2,588,TA,TA,Y,1.1874240598607535,0.7883066779822384,-0.4079206211052366,0,-0.2940036598327685,0,<None>,<None>,<None>,0,6,2006,WD,Family,11.884495917930655,47,2005.6235308145565,1,3
50,RL,59.0,1.1744419953323826,Pave,<None>,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1955,1955,Gable,CompShg,MetalSd,MetalSd,<None>,-0.8171343254785851,TA,Gd,PConc,TA,TA,No,Unf,-1.3528794995691211,Unf,-0.359662323183478,0.6916644435585799,816,GasA,TA,Y,SBrkr,-0.7470684794210695,1.0755658401290455,0,-0.0927202498681712,0,0,1,1,3,1,TA,8,Typ,0,<None>,Attchd,0.1207480030481645,Unf,1,300,TA,TA,Y,0.9364416734819728,-1.0703598828507337,-0.4079206211052366,0,3.4013378776087966,0,<None>,<None>,<None>,0,4,2008,WD,Normal,11.81673429934846,53,2007.8792519969518,53,0
20,RL,95.0,1.1002426911551153,Pave,<None>,IR1,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,8,6,1970,1970,Flat,Tar&Grv,Wd Sdng,Wd Sdng,<None>,-0.8171343254785851,Gd,Gd,PConc,TA,Gd,Gd,ALQ,0.3916693824125984,Rec,2.781555159424748,1.043780846051453,2217,GasA,Ex,Y,SBrkr,2.216349826611653,-0.8700861079650746,0,1.3353904796467675,1,0,2,0,4,1,Gd,8,Typ,1,TA,Attchd,0.1965604765068193,Unf,2,621,TA,TA,Y,0.8065455713786743,1.4243673358293392,-0.4079206211052366,0,3.401335519829538,0,<None>,<None>,<None>,0,10,2007,WD,Normal,12.498745990829317,37,2006.8034395234931,37,1
20,RL,128.0,0.5727501828865316,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,4,1953,1953,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,1.0729704776623872,TA,TA,CBlock,TA,TA,No,BLQ,1.0494768067337903,Unf,-0.359662323183478,0.0586044219543927,1505,GasA,Ex,Y,SBrkr,0.9885127289074036,-0.8700861079650746,0,0.1417281645305237,1,0,1,0,2,1,TA,6,Typ,1,TA,Attchd,0.1106980383613794,RFn,2,505,TA,TA,Y,-0.9490260588204544,-1.0703598828507337,-0.4079206211052366,162,-0.2940036598327685,0,<None>,<None>,<None>,0,2,2009,WD,Normal,11.91505836075372,56,2008.8893019616387,56,3
50,RL,60.0,-0.2307727258320888,Pave,<None>,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,5,7,1949,2006,Gable,CompShg,MetalSd,MetalSd,<None>,-0.8171343254785851,TA,Gd,CBlock,TA,TA,Mn,Unf,-1.3528794995691211,Unf,-0.359662323183478,0.4405974577642029,672,GasA,Ex,Y,SBrkr,-1.577818535624713,0.9220403220432656,0,-1.3161231290859563,0,0,1,0,3,1,TA,6,Typ,1,Po,Detchd,0.3660747501607885,Unf,2,576,TA,TA,Y,-0.9490260588204544,-1.0703598828507337,-0.4079206211052366,0,-0.2940036598327685,0,<None>,MnPrv,Shed,2000,7,2007,WD,Normal,11.719134432217524,58,2006.6339252498392,1,0
