MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Age,Garage_Age,RemodAge,TotalSF,TotalBath,TotalPorchSF,logSP
50,RL,70.0,9.373139262281274,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1946,1995,Gable,CompShg,MetalSd,MetalSd,None,-0.8171343255986645,TA,TA,CBlock,TA,TA,No,BLQ,0.3932094774969338,Unf,-0.3596623231834907,-0.08937669101760472,768,GasA,Ex,Y,SBrkr,-1.1518563525822532,1.0373035498684566,0,-0.541279256172217,0,0,1,0,3,1,TA,6,Typ,0,<None>,Detchd,0.07563115628681853,Unf,1,240,TA,TA,Y,-0.9490260586845501,-1.0703598832348913,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,5,2008,WD,Normal,62,0.6693434072636428,13,-0.7348784415960281,1.0,-1.7028482440615262,11.779136168550774
70,RH,0.0,9.405578154036684,Pave,<None>,IR1,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,6,8,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,-0.8171343255986645,TA,TA,BrkTil,TA,TA,No,BLQ,-0.008130618849965965,Unf,-0.3596623231834907,0.13392060711600764,672,GasA,TA,N,SBrkr,-0.9821087317156783,1.126116617819324,0,0.09493792268742475,0,0,2,0,4,1,Fa,7,Typ,0,<None>,Detchd,0.015906893328516306,Unf,1,400,TA,TA,P,-0.9490260586845501,-1.0703598832348913,2.4546005470537575,0,-0.2940036598327685,0,<None>,<None>,<None>,0,3,2008,WD,Normal,83,0.7678417649213531,58,-0.45679354580092413,2.0,0.6504554787656773,11.849404844423074
70,RM,60.0,9.25349564229011,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,8,1904,2002,Gable,CompShg,MetalSd,MetalSd,None,-0.8171343255986645,TA,TA,PConc,TA,TA,No,Unf,-1.3528794921740805,Unf,-0.3596623231834907,0.3998161528609164,650,GasA,Gd,Y,SBrkr,-0.4474922950730412,1.0974158042315654,0,0.2096925188827544,0,0,2,0,3,1,Gd,8,Typ,1,Po,Detchd,0.262890534747531,Unf,2,686,Gd,TA,P,0.7584217122319831,0.9604997933108876,2.4486359881471116,0,-0.2940036598327685,0,<None>,<None>,<None>,0,6,2008,WD,Normal,104,0.14878001351286388,6,-0.406212331421287,2.0,0.4791828002068256,11.967187086434018
80,RL,82.0,9.107310471656639,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,1.220701038948607,TA,TA,CBlock,TA,TA,Gd,Rec,0.32879505671766474,ALQ,2.781450193763225,-0.45666824608109147,1127,GasA,TA,Y,SBrkr,0.17498012197123933,-0.8700861080477102,0,-0.629750242921705,1,0,1,1,3,1,TA,6,Typ,0,<None>,Attchd,0.17626822771599623,RFn,2,490,Gd,Gd,Y,-0.9490260586845501,1.1985195749458124,-0.40792062110509075,0,-0.2940036598327685,0,<None>,GdPrv,<None>,0,5,2008,WD,Normal,42,0.44897230898831986,42,-0.2603128440082188,2.5,0.006501133624722091,12.071975378543236
90,RL,80.0,8.987321812850125,Pave,<None>,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,Duplex,1Story,5,4,1961,1961,Gable,CompShg,BrkFace,BrkFace,None,-0.8171343255986645,TA,TA,CBlock,TA,TA,No,Unf,-1.3528794921740805,Unf,-0.3596623231834907,1.9891517804442889,1800,GasA,Ex,N,SBrkr,1.5563005144304893,-0.8700861080477102,0,0.689278016138961,0,0,2,0,6,2,TA,10,Typ,0,<None>,<None>,-4.092378378701407,<None>,0,0,<None>,<None>,Y,-0.9490260586845501,-1.0703598832348913,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,7,2007,WD,Normal,46,2.4008944650703024,46,1.3069354693089887,2.0,-1.7028482440615262,11.856522261533735
50,RM,100.0,9.446676517076376,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,8,1915,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,-0.8171343255986645,TA,TA,BrkTil,TA,TA,Mn,Unf,-1.3528794921740805,Unf,-0.3596623231834907,0.789301636955114,876,GasA,Gd,Y,SBrkr,-0.7324874686262618,1.0827793734256168,0,-0.04317887968608263,0,0,1,1,4,1,TA,7,Typ,1,Gd,Detchd,0.09063925408110478,Unf,3,720,TA,TA,Y,1.3144607896557903,-1.0703598832348913,2.454087586344694,0,-0.2940036598327685,0,<None>,<None>,<None>,0,6,2008,WD,Normal,93,0.6415462543831002,58,-0.2603128440082188,1.5,1.8154573590945005,11.944064817531656
85,RL,0.0,9.720045368073471,Pave,<None>,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,SFoyer,5,5,1975,1981,Gable,CompShg,HdBoard,HdBoard,None,-0.8171343255986645,TA,TA,CBlock,Gd,TA,Gd,ALQ,1.2691488364392807,Unf,-0.3596623231834907,-2.0634069816011356,1390,GasA,TA,Y,SBrkr,1.3769314125802723,-0.8700861080477102,0,0.5154840386127387,1,0,2,0,3,1,TA,6,Min2,2,TA,Basment,0.2220031768799912,Fin,2,611,TA,TA,Y,-0.9490260586845501,-1.0703598832348913,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,1,2007,WD,Normal,32,0.2924626212780522,26,0.7493534718540704,3.0,-1.7028482440615262,12.049424683420916
60,RL,75.0,9.139703292376742,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,1.163415162294197,Gd,TA,PConc,Gd,TA,No,ALQ,0.606372785790763,Unf,-0.3596623231834907,-0.6081181960847513,740,GasA,Ex,Y,SBrkr,-0.29185295701827824,1.1522419033967521,0,0.6462457469915546,1,0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,0.3143100015949657,Unf,2,425,TA,TA,Y,1.1419371660514448,0.9228782565571646,2.4540637129557523,0,-0.2940036598327685,0,<None>,<None>,<None>,0,7,2009,WD,Normal,16,-0.11380886792176724,16,0.04169857452017585,3.5,1.5023249040562878,12.269052139516225
20,RL,36.0,9.650142492488797,Pave,<None>,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,6,1972,1972,Gable,CompShg,HdBoard,Plywood,None,-0.8171343255986645,TA,TA,CBlock,TA,TA,Av,BLQ,0.5427253938871628,Unf,-0.3596623231834907,-0.11800245769631917,864,GasA,Ex,Y,SBrkr,-0.7764335748099521,-0.8700861080477102,0,-1.512872161316041,1,0,1,0,3,1,TA,5,Typ,1,Fa,Attchd,0.20672723324635633,Unf,1,338,TA,TA,Y,-0.9490260586845501,-1.0703598832348913,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,8,2009,WD,Normal,37,0.37627145144799745,37,-1.119931827288651,2.0,-1.7028482440615262,11.80186424743109
50,RL,75.0,10.727684925086583,Pave,<None>,IR2,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,6,8,1908,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,-0.8171343255986645,TA,TA,BrkTil,TA,TA,No,Unf,-1.3528794921740805,Unf,-0.3596623231834907,0.8383636331843016,907,GasA,TA,Y,SBrkr,0.5405536099676699,1.211076095038169,0,1.5283961631816494,0,0,3,0,5,1,TA,10,Typ,1,Gd,Detchd,-0.11180838414639767,Unf,2,360,Fa,TA,Y,1.3580339462976576,0.6491405582822926,-0.40792062110509075,0,3.401329758447356,0,<None>,<None>,<None>,0,9,2008,WD,Normal,100,0.9330064643901813,11,0.946190739368697,3.0,2.037114418584981,12.388398368982116
80,RL,80.0,9.169622538697624,Pave,<None>,Reg,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,6,7,1976,1994,Hip,CompShg,Plywood,Plywood,BrkFace,1.3400312682705469,Gd,Gd,CBlock,TA,TA,No,Unf,-1.3528794921740805,Unf,-0.3596623231834907,0.15911897021722393,528,GasA,Ex,Y,SBrkr,-0.025009442047614544,1.1502316322440054,0,0.7820253986723487,0,0,2,1,3,1,TA,7,Typ,1,TA,Attchd,0.22710204210844584,RFn,2,512,TA,TA,Y,0.9145590618682367,1.077729356372208,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,8,2007,WD,Normal,31,0.27406313167405116,13,-0.13488204954959332,2.5,0.46494524883021804,12.138869243416009
120,RM,36.0,8.397508348470257,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.2064932845138512,Gd,TA,PConc,Gd,TA,Av,GLQ,0.758792004471335,Unf,-0.3596623231834907,-0.7379076618904387,848,GasA,Ex,Y,SBrkr,-0.8359938466699495,-0.8700861080477102,0,-1.5674830241065012,1,0,1,0,1,1,Gd,3,Typ,0,<None>,Attchd,0.36607475378556836,Fin,2,420,TA,TA,Y,0.982745092114137,-1.0703598832348913,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,11,2007,WD,Normal,4,-0.9191463733376205,4,-1.173820735404872,2.0,0.07480003302799876,11.78676973513378
120,RL,0.0,8.069968149059841,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.8716485502598835,Gd,TA,PConc,Gd,TA,Gd,Unf,-1.3528794921740805,Unf,-0.3596623231834907,1.3611961511855968,1273,GasA,Ex,Y,SBrkr,0.8834371033452698,-0.8700861080477102,0,0.04122448741292008,0,0,2,0,2,1,Gd,7,Typ,1,TA,Attchd,0.36607475378556836,Fin,2,400,TA,TA,Y,0.989435662766897,0.33392685974264713,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,5,2006,WD,Normal,3,-1.0742144813951302,3,0.3157183925141925,2.0,0.20824881490614508,12.278397958261774
75,RL,53.0,8.871926251117628,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2.5Unf,7,5,1941,1950,Gable,CompShg,MetalSd,MetalSd,None,-0.8171343255986645,TA,Gd,CBlock,TA,TA,No,Rec,0.4114339879310064,Unf,-0.3596623231834907,0.21269739981403804,918,GasA,Gd,Y,SBrkr,-0.5833107829591131,1.1416798170420297,0,0.41482303484195476,0,0,2,0,4,1,TA,7,Typ,2,Gd,Detchd,0.05068616039720893,Unf,1,240,TA,TA,Y,-0.9490260586845501,-1.0703598832348913,-0.40792062110509075,0,3.40131424356951,0,<None>,MnPrv,<None>,0,8,2007,WD,Normal,66,0.7042683653978611,57,0.10572764556318247,2.0,-0.012701995161307688,12.00762780434872
80,RL,0.0,9.400630098419315,Pave,<None>,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,6,1964,1964,Gable,CompShg,MetalSd,HdBoard,BrkFace,1.1268176175571176,TA,Gd,CBlock,TA,TA,Gd,Rec,0.6630147838293452,Unf,-0.3596623231834907,0.2309332758973997,1127,GasA,TA,Y,SBrkr,0.8593594633165857,-0.8700861080477102,0,0.01823062409954381,0,0,1,1,3,1,TA,7,Typ,1,Fa,Attchd,0.16614272926008278,RFn,2,645,TA,TA,Y,1.0613866073404397,-1.0703598832348913,-0.40792062110509075,0,-0.2940036598327685,0,<None>,MnPrv,<None>,0,8,2009,WD,Normal,45,0.48835020089423503,45,0.11610641195451236,1.5,0.3000505795078438,11.970356641103
20,RL,102.0,9.793728488543389,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,4,1955,1974,Hip,CompShg,Wd Sdng,Plywood,None,-0.8171343255986645,TA,TA,CBlock,TA,TA,Mn,ALQ,0.31859408429267255,Rec,2.78159509674998,-0.19660831717919652,1763,GasA,TA,Y,SBrkr,1.5190971977575543,-0.8700861080477102,0,0.6531686378831391,1,0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,0.12074799936370985,Unf,2,454,TA,TA,Y,-0.9490260586845501,1.7631560033718103,-0.40792062110509075,0,3.4013394111899373,0,<None>,<None>,<None>,0,7,2006,WD,Abnorml,51,0.5594222484204049,32,1.2460727330952452,2.5,2.1057924801523726,12.04355959836804
20,RL,0.0,8.838986793496787,Pave,<None>,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1962,2010,Gable,CompShg,HdBoard,HdBoard,None,-0.8171343255986645,TA,Gd,CBlock,TA,TA,No,ALQ,0.758792004471335,Unf,-0.3596623231834907,-0.17415126435896405,1040,GasA,Ex,Y,SBrkr,-0.18606736778542185,-0.8700861080477102,0,-0.9672824681035477,1,0,1,1,3,1,TA,6,Typ,0,<None>,Detchd,0.15603097470433722,Unf,1,260,TA,TA,Y,-0.9490260586845501,1.0962930656389043,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,4,2010,WD,Normal,48,0.5250572105819146,0,-0.5655044933516225,2.5,-0.16231829434707667,11.751950239425476
80,RL,0.0,9.30301070681749,Pave,<None>,IR1,Low,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,Plywood,HdBoard,None,-0.8171343255986645,TA,TA,CBlock,Gd,Gd,Gd,GLQ,0.5970995122543323,LwQ,2.7813651049775636,-2.0634069816011356,940,GasA,TA,Y,SBrkr,-0.22919829268771533,-0.8700861080477102,0,-1.0074069690264293,1,0,1,0,3,1,TA,5,Typ,0,<None>,Detchd,0.2526480245948306,Unf,2,576,TA,Fa,Y,-0.9490260586845501,-1.0703598832348913,2.437191952688432,0,-0.2940036598327685,0,<None>,MnPrv,<None>,0,10,2008,WD,Normal,30,0.19372088111197794,30,-0.7379586582936233,2.0,-0.8266453763691897,11.898194668458824
60,RL,65.0,9.002824076547672,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,None,-0.8171343255986645,TA,TA,PConc,Gd,TA,No,Unf,-1.3528794921740805,Unf,-0.3596623231834907,0.49508767893022027,702,GasA,Gd,Y,SBrkr,-1.438456507302667,1.154721839684263,0,0.09288828232516542,0,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,0.3194709294168957,Fin,2,343,TA,TA,Y,-0.9490260586845501,0.6006195112488294,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,3,2009,WD,Normal,15,-0.15197055844713597,14,-0.41484625345722254,2.5,-0.7999103137234894,12.066816325306588
20,RL,80.0,9.249657234353133,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,1.226842831354187,TA,TA,CBlock,Gd,TA,No,Unf,-1.3528794921740805,Unf,-0.3596623231834907,1.1114430482625264,1090,GasA,TA,Y,SBrkr,0.6901029624373427,-0.8700861080477102,0,-0.14302811276068408,0,0,2,0,3,1,TA,6,Typ,1,TA,Attchd,0.22710204210844584,RFn,2,479,TA,TA,Y,-0.9490260586845501,-1.0703598832348913,-0.40792062110509075,0,-0.2940036598327685,0,<None>,MnPrv,<None>,0,6,2009,WD,Family,33,0.31027182857160956,33,-0.03113423099543154,2.0,-1.7028482440615262,11.93164237875414
60,RL,0.0,9.308374112247549,Pave,<None>,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,7,1968,1984,Gable,CompShg,HdBoard,HdBoard,BrkFace,1.2551275070413035,TA,TA,CBlock,TA,TA,Mn,BLQ,0.7198493125528613,Unf,-0.3596623231834907,-0.04493005265103912,1054,GasA,TA,Y,SBrkr,1.0032416307027838,1.2263236446196861,0,1.900892836531491,1,0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,0.18640747474981995,Unf,2,619,TA,TA,Y,-0.9490260586845501,0.8749151817556768,-0.40792062110509075,0,3.4013353650740323,0,<None>,<None>,<None>,0,8,2006,WD,Normal,38,0.3916049433404852,22,1.4186058179461272,3.5,0.787549463546514,12.429220196836384
50,RL,55.0,8.941545475242885,Pave,<None>,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,8,1918,1998,Gable,CompShg,Wd Sdng,Wd Sdng,None,-0.8171343255986645,Gd,TA,BrkTil,TA,TA,No,Unf,-1.3528794921740805,Unf,-0.3596623231834907,0.8461933799951833,912,GasA,Gd,Y,SBrkr,-0.6041959824106669,1.0728331874869663,0,-0.021872158965445348,0,0,1,1,3,1,Gd,7,Typ,1,Gd,Detchd,-0.028563215318603022,Unf,1,216,TA,TA,Y,-0.9490260586845501,1.4953790281636108,-0.40792062110509075,0,-0.2940036598327685,0,<None>,GdPrv,<None>,0,6,2007,WD,Normal,89,0.8245039822645304,9,-0.19651562452746216,1.5,0.589193389158695,12.154521423145216
190,RL,75.0,9.360999248261296,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,2fmCon,1Story,5,4,1965,1965,Hip,CompShg,Plywood,HdBoard,None,-0.8171343255986645,TA,TA,PConc,TA,TA,Mn,BLQ,0.9159571569160416,Unf,-0.3596623231834907,-0.7060093616636085,1039,GasA,Ex,Y,SBrkr,-0.18912870716475128,-0.8700861080477102,0,-0.9701318017177276,1,0,1,1,3,1,TA,6,Typ,0,<None>,Attchd,0.17120376020808561,Unf,2,504,TA,TA,Y,-0.9490260586845501,-1.0703598832348913,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,4,2010,WD,Normal,45,0.48835020089423503,45,-0.5684769052932354,2.5,-1.7028482440615262,11.78676973513378
20,RL,81.0,9.177093778182547,Pave,<None>,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1984,1985,Hip,CompShg,HdBoard,Plywood,None,-0.8171343255986645,TA,TA,PConc,Gd,TA,No,GLQ,0.3713349092264309,Unf,-0.3596623231834907,0.49508767893022027,1040,GasA,TA,Y,SBrkr,-0.01629799164401872,-0.8700861080477102,0,-0.8089384676373167,0,0,2,0,3,1,TA,6,Typ,0,<None>,Attchd,0.2782801543257532,Unf,2,480,TA,TA,Y,-0.9490260586845501,-1.0703598832348913,-0.40792062110509075,0,-0.2940036598327685,0,<None>,GdPrv,<None>,0,5,2010,WD,Normal,26,0.1248932843133127,25,-0.4815524802422831,2.0,-1.7028482440615262,11.93164237875414
20,RL,70.0,8.978660489639687,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,Plywood,None,-0.8171343255986645,TA,TA,CBlock,TA,TA,No,BLQ,1.1298330248867814,Unf,-0.3596623231834907,-2.0634069816011356,1148,GasA,TA,Y,SBrkr,0.12823549723762862,-0.8700861080477102,0,-0.6736171517385456,1,0,1,0,3,1,TA,6,Typ,0,<None>,Attchd,0.1408891024431688,Unf,1,672,TA,TA,Y,-0.9490260586845501,-1.0703598832348913,-0.40792062110509075,0,-0.2940036598327685,0,<None>,GdPrv,<None>,0,7,2009,WD,Normal,50,0.5482096340017498,50,-0.25473273583046785,2.0,-1.7028482440615262,11.794345471549745
20,FV,72.0,9.0642735958414,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,None,-0.8171343255986645,Gd,TA,PConc,Ex,TA,No,Unf,-1.3528794921740805,Unf,-0.3596623231834907,1.4884111599885315,1372,GasA,Ex,Y,SBrkr,0.6947363773850256,-0.8700861080477102,0,-0.13862246243764412,0,0,2,0,3,1,Gd,6,Typ,0,<None>,Attchd,0.3920867926715526,Fin,2,529,TA,TA,Y,-0.9490260586845501,1.2374635005099737,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,5,2008,New,Partial,1,-2.0986278134101255,0,0.33439891474891326,2.0,0.07480003302799876,12.43153750053306
20,RL,0.0,9.076923258535832,Pave,<None>,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1970,1970,Gable,CompShg,MetalSd,MetalSd,BrkFace,1.0339968711100362,TA,TA,CBlock,TA,TA,No,BLQ,0.9056496910285777,Unf,-0.3596623231834907,-0.7929020374986326,1002,GasA,TA,Y,SBrkr,-0.30453427973171737,-0.8700861080477102,0,-1.0773911222354589,1,0,1,0,3,1,TA,5,Typ,0,<None>,Detchd,0.21181577303188934,Unf,2,902,TA,TA,Y,-0.9490260586845501,-1.0703598832348913,-0.40792062110509075,0,-0.2940036598327685,0,<None>,MnPrv,<None>,0,8,2009,WD,Normal,39,0.360497582483633,39,-0.6797755708738438,2.0,-1.7028482440615262,11.908346971208951
20,RL,67.0,9.273972232220956,Pave,<None>,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,1.2942206864504306,Gd,TA,PConc,Gd,TA,Av,Unf,-1.3528794921740805,Unf,-0.3596623231834907,1.8079145741489642,1638,GasA,Ex,Y,SBrkr,1.2726820251879842,-0.8700861080477102,0,0.41482303484195476,0,0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,0.3868774641567882,RFn,3,870,TA,TA,Y,1.0813478786015531,0.9724147992287226,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,11,2007,New,Partial,1,-2.0986278134101255,0,0.9672719618944802,2.0,0.7264266819882077,12.424810506025397
20,RL,85.0,8.849513965486398,Pave,<None>,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,4,5,1961,1961,Gable,CompShg,VinylSd,VinylSd,None,-0.8171343255986645,TA,TA,CBlock,TA,TA,No,ALQ,0.9848745633502058,Unf,-0.3596623231834907,-1.0712351405027183,1040,GasA,TA,Y,SBrkr,0.04970358030439012,-0.8700861080477102,0,-0.7472025236185214,1,0,1,1,3,1,Fa,5,Typ,0,<None>,Attchd,0.1509802499263658,RFn,2,544,TA,TA,Y,1.039941728029179,-1.0703598832348913,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,Shed,400,5,2007,WD,Normal,46,0.5008650660765808,46,-0.4480851211180178,2.5,0.23579889610686908,11.767575435251748
60,RL,0.0,9.599879329534089,Pave,<None>,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Feedr,Norm,1Fam,2Story,5,6,1948,1950,Gable,CompShg,Plywood,Plywood,None,-0.8171343255986645,TA,TA,Slab,<None>,<None>,<None>,<None>,-1.3528794921740805,<None>,-0.3596623231834907,-2.0634069816011356,0,GasA,Gd,Y,SBrkr,1.0758709785200826,1.139540749482821,53,1.4774599602874854,0,0,2,0,2,1,TA,7,Typ,1,TA,Attchd,0.2424192980026228,Unf,2,672,TA,TA,P,0.9337924802519235,1.2508840827350975,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,5,2006,WD,Normal,58,0.19372088111197794,56,-0.2953312686212695,2.0,0.6930310825509101,12.037659911047468
60,RL,80.0,9.204221690968005,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,MetalSd,MetalSd,BrkFace,1.275280591893083,Gd,TA,PConc,Gd,TA,No,GLQ,0.841047368652415,Unf,-0.3596623231834907,-0.3876752666436867,1050,GasA,Ex,Y,SBrkr,-0.11945734402164354,1.1794173092395903,0,0.9347744252552243,1,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,0.3143100015949657,Fin,2,574,TA,TA,Y,1.0167850973639008,1.027938036630741,-0.40792062110509075,0,-0.2940036598327685,0,<None>,GdPrv,<None>,0,6,2010,WD,Normal,17,-0.07798930401681463,16,0.6423857869810697,3.5,0.6156941666576621,12.371591321286903
20,RL,60.0,8.79497643168877,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,1Story,5,5,1962,1962,Hip,CompShg,MetalSd,MetalSd,None,-0.8171343255986645,TA,TA,CBlock,TA,TA,No,Unf,-1.3528794921740805,Unf,-0.3596623231834907,0.8178988801456404,894,GasA,Gd,N,SBrkr,-0.6676916556168379,-0.8700861080477102,0,-1.4129632149753797,0,0,1,0,2,1,TA,5,Typ,0,<None>,Detchd,0.15603097470433722,Unf,1,308,TA,TA,Y,-0.9490260586845501,-1.0703598832348913,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,8,2009,WD,Normal,47,0.5130966979385385,47,-1.02059534109543,1.0,-1.7028482440615262,11.603688960617085
60,RL,70.0,9.076923258535832,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.1286635394693247,TA,TA,PConc,Gd,TA,No,GLQ,0.5970995122543323,Unf,-0.3596623231834907,-0.39049057252443214,804,GasA,Ex,Y,SBrkr,-1.0058085094384648,1.1774922560355003,0,0.48105693962313223,0,0,2,1,3,1,Gd,7,Typ,0,<None>,Attchd,0.3401491808348666,RFn,2,523,TA,TA,Y,-0.9490260586845501,0.9544299981567277,-0.40792062110509075,0,-0.2940036598327685,0,<None>,<None>,<None>,0,6,2010,WD,Normal,12,-0.2840110899483623,12,0.0034249958225582742,2.5,-0.3733736893722966,12.208574513247497
20,RL,74.0,9.09301972939964,Pave,<None>,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,1996,Gable,CompShg,WdShing,Wd Shng,None,-0.8171343255986645,Gd,TA,Stone,TA,TA,Av,Unf,-1.3528794921740805,Unf,-0.3596623231834907,-1.08578592875121,105,GasA,Gd,Y,SBrkr,-0.6111884635260298,-0.8700861080477102,0,-1.360945737034471,0,0,1,0,3,1,Gd,5,Typ,0,<None>,Attchd,0.11069803438654012,Unf,2,414,TA,TA,Y,1.0877050761383775,-1.0703598832348913,2.453379021857332,0,-0.2940036598327685,0,<None>,GdWo,<None>,0,10,2008,WD,Normal,55,0.6020631857270967,12,-2.5217436266552107,1.0,1.0116031074272334,11.661354090741
