MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,Foundation,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Age,Garage_Age,RemodAge,TotalSF,TotalBath,TotalPorchSF,logSP,Decade,HasPool,Has2ndFlr,HasGarage,HasBsmt,HasFireplace,IsNormalCondition,ExterQual_Score,ExterCond_Score,BsmtQual_Score,BsmtCond_Score,HeatingQC_Score,KitchenQual_Score,FireplaceQu_Score,GarageQual_Score,GarageCond_Score,Qual_x_TotalSF,Kitchen_x_TotalSF,Cond_x_Age,TotalSF_to_Neighborhood_Ratio,OverallQual_to_Neighborhood_Ratio,Age_vs_Neighborhood_Avg,TotalSF_to_MSSubClass_Ratio,LotArea_to_MSZoning_Ratio,TotalSF_to_OverallQual_Ratio,TotalSF_to_Decade_Ratio,KMeansCluster,TotalSF_squared,OverallQual_squared,GrLivArea_squared,GarageArea_squared,Age_squared,LotArea_squared,TotalBath_squared,LotArea_to_TotalSF_Ratio,GarageArea_to_TotalSF_Ratio,Porch_to_TotalSF_Ratio,Living_to_Total_Ratio,Bsmt_to_Total_Ratio,Rooms_per_SF,Bedrooms_per_SF,Bath_per_SF,YearsSince2006,MarketCycle,Quarter,PeakSeason,EndOfYear,AvgQuality,MaxQuality,MinQuality,QualityRange,ExcellentFeatures,PoorFeatures,Cluster_Size_k6,Cluster_Size_k8,Cluster_Quality_k6,Cluster_Quality_k8,Cluster_Efficiency_k4,Cluster_Efficiency_k6,Cluster_Age_Quality_k4,Cluster_Age_Quality_k6,Cluster_Luxury_k3,Cluster_Luxury_k5,Cluster_Comprehensive_k8,Cluster_Comprehensive_k10,Qual_x_LotArea,Qual_x_GarageArea,Qual_x_Bath,Qual_x_GrLivArea,Qual_x_BsmtSF,Age_x_Quality,Age_x_Size,Living_x_Bath,Rooms_x_Qual,Rooms_x_KitchenQual,GarageArea_x_Qual,GarageCars_x_Qual,BsmtSF_x_Qual,BsmtSF_x_OverallQual,YearBuilt_x_Qual,YearRemod_x_Qual,Bath_x_Qual,Bath_x_KitchenQual,AvgQual_x_Size,AvgQual_x_Age,Qual_Age_Interaction,RemodAge_FromBuild,Is_Remodeled,OverallQual_Squared
60,FV,65.0,9.002824076547672,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,-0.8171343255986645,PConc,No,Unf,-1.3528794921740803,Unf,-0.3596623231834907,0.6142099164214433,770,GasA,Y,SBrkr,-1.110607505833507,1.159336335614307,0,0.2820852148627624,0,0,2,1,3,1,6,Typ,0,Attchd,0.3816715965875489,RFn,2,614,Y,-0.94902605868455,0.752491103340874,-0.4079206211050907,0,-0.2940036598327685,0,<None>,<None>,<None>,0,8,2006,New,Partial,0,-2.098627813410125,0,-0.1855031072614619,2.5,-0.6326513476520874,12.190964083849376,2000,0,1,1,1,0,1,4,3,4,4,5,4,0,3,3,-1.2985217508302334,-0.7420124290458476,0,-0.5245756227305496,0.954041204437401,-1.0,-0.4383730760744592,1.0089694409497405,-0.49432429279521267,-0.33221529800178484,Cluster_1,0.03441140280365744,49,0.07957206844417082,376996,0,81.05084135326643,6.25,11.053233175976855,753.8395854839686,-0.776738810537335,0.3463306212431613,945.3688612746838,4.679876134943382,2.339938067471691,3.069379419722999,0,0,3,1,0,3.8181818181818183,7,0,7,7,1,1,7,1,1,0,0,2,0,1,1,4,1,63.019768535833705,4298,17.5,1.9745965040393367,5390,0,-0.0,0.705213037156906,42,24,1842,14,3080,5390,14042,14042,17.5,10.0,-0.7082845913619455,0.0,0,0,0,49
60,RL,82.0,9.154087430425385,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.3657033194083488,PConc,No,GLQ,1.082733134865499,Unf,-0.3596623231834907,-0.3269470458139489,1396,GasA,Y,SBrkr,0.7747383187569177,1.1990542968267133,0,1.5733275960659143,1,0,2,1,3,1,7,Typ,1,Attchd,0.3349744358033199,Fin,3,870,Y,-0.94902605868455,0.909655160073368,-0.4079206211050907,0,-0.2940036598327685,0,<None>,<None>,<None>,0,6,2006,WD,Normal,9,-0.4538510714465015,8,1.4999821045559725,3.5,-0.4348174404084954,12.759960632315702,1990,0,1,1,1,1,1,4,3,4,3,5,4,3,3,3,11.99985683644778,5.99992841822389,45,1.007470984559294,1.0092307692307692,-3.0,3.5446940967087963,0.9938816240803012,1.5280484451064071,3.4744793532749543,Cluster_3,2.2499463139881644,64,2.4753597245425487,756900,81,83.79731668387203,12.25,3.6616611829912533,348.0024910636401,-0.17392822117249687,0.6293355433219617,558.4039971549903,2.720213318623541,1.1658057079815176,1.4000100215203912,0,0,2,1,0,4.090909090909091,8,3,5,6,0,2,6,5,4,0,0,2,5,0,0,3,8,73.23269944340308,6960,28.0,12.586620768527315,11168,72,13.499838941003752,5.5066465862307,56,28,2610,24,5584,11168,15976,15984,28.0,14.0,6.136290427728978,36.81818181818182,72,1,1,64
70,RM,121.0,9.779736745099951,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,8,9,1882,1986,Gable,CompShg,Wd Sdng,Wd Sdng,None,-0.8171343255986645,BrkTil,No,BLQ,0.1432559391522584,Unf,-0.3596623231834907,0.4914937433717272,916,GasA,Y,SBrkr,-0.590257209497225,1.1659155679752091,0,0.588571829320765,0,0,1,1,4,1,8,Typ,1,Attchd,-0.028563215318603,Unf,2,424,P,-0.94902605868455,1.32727784008879,-0.4079206211050907,0,-0.2940036598327685,0,<None>,<None>,<None>,0,11,2009,WD,Normal,127,0.83775256711486,23,0.2263889679555328,1.5,0.2412520895202722,12.031725210748633,1880,0,1,1,1,1,0,4,4,3,3,4,4,4,3,3,1.8111117436442623,0.9055558718221312,1143,-0.4832939995133413,1.48440065681445,41.0,-2.6230516044681993,1.1241488388284646,0.23062495840648709,0.31371082903861935,Cluster_0,0.05125196481197125,64,0.3464167982699917,179776,16129,95.64325080345819,2.25,7.974416763878253,345.73044203653797,0.1967174329058541,0.47992263849368366,746.9082191166717,5.035969952596105,2.5179849762980524,1.2231029789028467,3,3,4,0,1,4.454545454545454,9,3,6,7,0,1,7,0,2,0,0,1,3,0,4,2,3,78.23789396079961,3392,12.0,4.70857463456612,7328,1016,28.751398930352664,0.8828577439811476,64,32,1272,16,2748,7328,15056,15888,12.0,6.0,1.008459948165555,565.7272727272726,1016,104,1,64
60,RL,80.0,9.186150133174966,Pave,<None>,Reg,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,2Story,6,8,1964,1993,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,1.330688234690467,CBlock,Gd,BLQ,0.6324288192461962,Rec,2.779437975043348,-0.8117845798853339,822,GasA,Y,SBrkr,-0.2478646567667065,1.16706395146159,0,0.775366950705121,0,0,2,1,3,1,7,Typ,1,Attchd,0.1661427292600827,RFn,2,440,Y,1.14835939855172,0.671672051426394,-0.4079206211050907,0,-0.2940036598327685,0,<None>,MnWw,<None>,0,7,2007,WD,Normal,43,0.4624181404378082,14,0.2453881433863942,2.5,0.7633267067912333,12.138869243416009,1960,0,1,1,1,1,1,3,3,3,3,4,4,2,3,3,1.472328860318365,0.9815525735455768,344,-0.9228614598711182,1.1194029850746268,-5.0,0.5798908537789327,0.9973627500061082,-2.1950183466874127,-1.0309133392194185,Cluster_0,0.06021534091462156,36,0.6011939082457575,193600,1849,84.38535426923045,6.25,7.376134245341751,353.3035080963394,0.6129227348476558,0.6225905994229106,660.035190125434,3.9428468560935057,1.6897915097543597,2.0074062960019283,1,1,3,1,0,3.8181818181818183,8,2,6,4,1,1,7,0,7,0,0,1,3,0,0,4,1,55.116900799049795,2640,15.0,4.652201704230726,4932,258,10.55169016561495,1.9384173767628023,42,28,1320,12,2466,4932,11784,11958,15.0,10.0,0.9369365474753233,164.1818181818182,258,29,1,36
60,RL,68.0,9.087833697483386,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,-0.8171343255986645,PConc,No,Unf,-1.3528794921740803,Unf,-0.3596623231834907,0.5797721384324548,750,GasA,Y,SBrkr,-1.2274851820210675,1.1474282648124106,0,0.1316132153407188,0,0,2,1,3,1,6,Typ,0,Attchd,0.3764691893871889,RFn,2,564,Y,-0.94902605868455,0.5876786066794994,-0.4079206211050907,0,-0.2940036598327685,0,<None>,<None>,<None>,0,8,2006,New,Partial,1,-1.5729704126478672,0,-0.3192859457846005,2.5,-0.8131703986029001,12.066241450757124,2000,0,1,1,1,0,1,3,3,4,3,5,4,0,3,3,-1.9157156747076032,-1.277143783138402,5,-1.4897727351907524,0.9036144578313253,-5.0,-0.7545230064726587,0.9866882945214295,2.8560406349099074,-0.5718053847858594,Cluster_1,0.10194351517556685,36,0.017322038452322417,318096,1,82.58872131311456,6.25,13.350442291011825,828.5417298311465,-1.1945844125991663,0.19334581756567082,1101.7842152009928,5.3021650142124335,2.6510825071062167,3.6726140506699756,0,0,3,1,0,3.5454545454545454,6,0,6,5,1,1,7,1,1,0,0,2,0,1,1,4,1,54.52700218490032,3384,15.0,0.7896792920443128,4500,6,-0.3192859457846005,0.329033038351797,36,24,1692,12,3000,4500,12030,12036,15.0,10.0,-1.1320138077817654,3.5454545454545454,6,1,1,36
20,RL,96.0,9.430037992886092,Pave,<None>,Reg,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2006,2007,Hip,CompShg,CemntBd,CmentBd,Stone,1.263212288941775,PConc,Gd,GLQ,1.1446068345846612,Unf,-0.3596623231834907,0.1591189702172239,1700,GasA,Y,SBrkr,1.4084679882328872,-0.8700861080477102,0,0.5459854410390719,1,0,2,0,3,1,7,Typ,1,Attchd,0.3920867926715526,Fin,3,786,Y,1.117530355817269,0.7335278737319859,-0.4079206211050907,0,-0.2940036598327685,0,<None>,<None>,<None>,0,7,2009,WD,Normal,3,-1.5729704126478672,2,1.1137671717479969,3.0,0.6930310825509101,12.729323752253295,2000,0,0,1,1,1,1,5,3,5,3,5,5,4,3,3,11.137671717479968,5.568835858739984,15,0.9539909653218434,1.210691823899371,2.0,61.97252529983461,1.0238422504418931,0.5982631134883937,1.9946323181818484,Cluster_3,1.240477312863532,100,0.2981001018266298,617796,9,88.92561654727515,9.0,4.461247255102295,371.8479549240094,0.3278653826276441,0.2582997069575855,804.2513019984937,4.527856352447428,1.940509865334612,1.4192670035267534,3,3,3,1,0,4.636363636363637,10,3,7,7,0,2,6,5,4,0,0,2,5,0,0,3,8,94.30037992886092,7860,30.0,5.459854410390719,17000,30,3.3413015152439907,1.6379563231172156,70,35,2358,30,8500,17000,20060,20070,30.0,15.0,5.163829614467986,13.90909090909091,30,1,1,100
50,RL,51.0,8.45807992692373,Pave,<None>,IR1,Lvl,AllPub,Inside,Mod,BrkSide,Feedr,Norm,1Fam,1.5Fin,4,7,1946,1950,Gable,CompShg,MetalSd,MetalSd,None,-0.8171343255986645,CBlock,No,ALQ,0.4408089817550688,Unf,-0.3596623231834907,-0.2193539647441468,747,GasA,Y,SBrkr,-1.127042653800287,1.0484403472015498,0,-0.4673361136282921,1,0,1,1,3,1,5,Typ,0,Detchd,0.0756311562868185,Unf,1,305,Y,-0.94902605868455,0.8135168692139771,-0.4079206211050907,0,3.4011926411926248,0,<None>,MnPrv,<None>,0,8,2006,WD,Abnorml,60,0.650974985658468,56,-0.7210423307490653,2.5,-0.0519113699731761,11.7085004721646,1940,0,1,1,1,0,0,3,3,3,3,3,3,0,3,3,-2.8841693229962613,-2.163126992247196,420,0.9957573221207691,0.7918088737201365,-18.0,2.214146474565144,0.918314389966594,0.7286244680399027,1.0329055178295703,Cluster_2,0.5199020427320445,16,0.21840304310119593,93025,3600,71.53911605023013,6.25,30.32029895301181,1093.355851513224,-0.1860904921975081,-1.6752940146194824,2677.8256428864865,9.38678241180942,5.6320694470856525,8.961933209124787,0,0,3,1,0,3.1818181818181817,7,0,7,2,1,3,2,2,5,0,0,0,1,1,1,5,0,33.83231970769492,1220,10.0,-1.8693444545131683,2988,240,-43.262539844943916,-1.1683402840707302,20,15,915,4,2241,2988,7784,7800,10.0,7.5,-2.294225597837935,190.9090909090909,240,4,1,16
20,RL,0.0,9.274253697719836,Pave,<None>,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1961,1961,Hip,CompShg,Wd Sdng,Wd Sdng,None,-0.8171343255986645,CBlock,No,Rec,0.97240537942115,Unf,-0.3596623231834907,-0.9488256198041,1050,GasA,Y,SBrkr,-0.1556159515812414,-0.8700861080477102,0,-0.938928373279958,1,0,1,0,3,1,6,Typ,0,Attchd,0.1509802499263658,Unf,1,368,Y,-0.94902605868455,1.6324385937367494,-0.4079206211050907,0,-0.2940036598327685,0,<None>,<None>,<None>,0,1,2006,COD,Normal,45,0.488350200894235,45,-0.5358809968237029,2.0,0.9120524296668304,11.824087219587645,1960,0,0,1,1,0,1,3,3,3,3,3,3,0,3,3,-2.6794049841185146,-1.607642990471109,270,2.0153537665721344,0.9328358208955223,-3.0,-29.81763107745077,1.0069283691333717,1.0,2.2513185039664196,Cluster_2,0.2871684427567655,25,0.8815864901501482,135424,2025,86.01178164967004,4.0,19.982490771223564,792.90009131605,1.9651262357822148,-2.023033676393774,2262.350804026773,98.24529527442523,49.122647637212616,4.3092396267176625,0,0,1,0,1,3.1818181818181817,6,0,6,2,1,5,4,2,6,0,0,0,2,1,1,5,0,46.37126848859918,1840,10.0,-4.69464186639979,5250,225,-24.114644857066633,-1.877856746559916,30,18,1104,5,3150,5250,9805,9805,10.0,6.0,-1.7050758989845092,143.1818181818182,225,0,0,25
20,RL,0.0,9.368881400104732,Pave,<None>,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,1Story,6,6,1970,1970,Hip,CompShg,HdBoard,HdBoard,BrkFace,1.410862502171126,CBlock,No,Unf,-1.3528794921740803,Unf,-0.3596623231834907,1.575453939318595,1442,GasA,Y,SBrkr,0.8527607955599694,-0.8700861080477102,0,0.0119313232381336,0,0,2,0,2,1,6,Typ,1,Attchd,0.1965604750361335,RFn,2,615,Y,1.2796158084956526,-1.0703598832348913,-0.4079206211050907,0,-0.2940036598327685,0,<None>,<None>,<None>,0,2,2009,WD,Normal,39,0.4065211821074905,39,0.5056639711074926,2.0,1.0998555023873906,12.128116509451258,1970,0,0,1,1,1,0,3,3,3,3,3,3,3,3,3,3.0339838266449557,1.5169919133224778,234,1.2645327484110285,0.948051948051948,7.0,28.13628740151479,1.0172023298360735,-4.523208328334016,-1.0662149151175193,Cluster_0,0.25569605167619913,36,0.00014235647421282686,378225,1521,87.7759386892284,4.0,6.222425175793668,408.4576716992412,0.7304787279849638,0.007924293512421304,957.7170123419606,5.929256128568367,1.976418709522789,1.3283176315422478,3,3,1,0,0,3.5454545454545454,6,3,3,2,0,4,1,4,6,0,0,0,2,0,4,1,4,56.213288400628386,3690,12.0,0.0715879394288016,8652,234,19.72089487319221,0.0238626464762672,36,18,1845,12,4326,8652,11820,11820,12.0,6.0,1.7928086248356556,138.27272727272728,234,0,0,36
30,RM,60.0,9.18881025342582,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,3,4,1922,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,-0.8171343255986645,BrkTil,No,Unf,-1.3528794921740803,Unf,-0.3596623231834907,0.990856861614935,1007,GasA,N,SBrkr,-0.0748331999981792,-0.8700861080477102,0,-0.8636079515309929,0,0,1,0,3,1,6,Typ,1,Detchd,-0.043325129348145,Unf,1,210,P,-0.94902605868455,1.077729356372208,2.4442174796749434,0,-0.2940036598327685,0,<None>,<None>,<None>,0,5,2006,WD,Normal,84,0.83775256711486,56,-0.5595651810580284,1.0,0.122555557523472,11.418625774449598,1920,0,0,1,1,1,1,3,3,3,2,2,3,4,3,2,-1.6786955431740853,-1.6786955431740853,336,0.6680505018037353,0.6306818181818181,0.0,0.43593634845682305,1.0562237661232825,0.5015144666537422,0.8616149308085778,Cluster_2,0.31311319185250414,9,0.7458186939475577,44100,7056,84.43423387346347,1.0,20.86304228966164,476.8015401336107,0.2782603741863084,-1.9608076255314761,2286.3769091168856,43.99083427039666,21.99541713519833,2.270483524445765,0,0,2,1,0,2.909090909090909,4,2,2,2,3,5,3,3,0,0,0,3,4,0,4,7,6,27.566430760277456,630,3.0,-2.590823854592979,3021,252,-47.00347520887439,-0.8636079515309929,18,18,630,3,3021,3021,5766,5850,3.0,3.0,-1.6278259812597191,244.36363636363637,252,28,1,9
20,RL,64.0,8.81922185757494,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,0.7253421149168362,PConc,Av,GLQ,0.7840631941300792,Unf,-0.3596623231834907,0.1019833903135598,1187,GasA,Y,SBrkr,0.2902173553951659,-0.8700861080477102,0,-0.5213944896190938,1,0,2,0,2,1,6,Typ,0,Attchd,0.3816715965875489,RFn,2,632,Y,0.8909510282088475,0.8451956688908682,-0.4079206211050907,0,-0.2940036598327685,0,<None>,<None>,<None>,0,2,2010,WD,Normal,4,-0.9191463733376204,4,-0.1185730911568798,3.0,0.2248362228605556,12.235636302128867,2000,0,0,1,1,0,1,4,3,4,3,5,4,0,3,3,-0.8300116380981586,-0.4742923646275192,20,-0.5532562916251201,1.0542168674698795,-2.0,-6.597675059919942,0.9575244511864747,-0.31597076887802517,-0.21235113198483457,Cluster_1,0.014059577946497728,49,0.27185221380515534,399424,16,77.77867417312757,9.0,10.005619035559329,717.0191806709249,0.2550820954123751,-0.5915345723940154,1346.680011798082,12.536420642597284,4.178806880865761,3.403572060146795,4,0,1,0,0,3.727272727272727,7,0,7,6,1,4,4,1,1,0,0,2,0,1,1,4,1,61.73455300302458,4424,21.0,-3.649761427333657,8309,28,-0.4742923646275192,-1.5641834688572815,42,24,1896,14,4748,8309,14042,14042,21.0,12.0,-0.4419542488574611,14.909090909090908,28,0,0,49
20,RL,74.0,9.2308290384035,Pave,<None>,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,3,3,1952,1952,Flat,Tar&Grv,BrkComm,Brk Cmn,None,-0.8171343255986645,Slab,<None>,<None>,-1.3528794921740803,<None>,-0.3596623231834907,-2.063406981601136,0,GasW,N,FuseF,-0.4943683329981357,-0.8700861080477102,0,-1.2531737695475875,0,0,1,0,2,1,4,Min1,0,Detchd,0.1257781276131005,Unf,2,528,Y,-0.94902605868455,-1.0703598832348913,-0.4079206211050907,0,-0.2940036598327685,0,<None>,<None>,<None>,0,7,2009,WD,Normal,57,0.5811675569839767,57,-2.693007108138202,1.0,-1.7028482440615262,11.31448672129398,1950,0,0,1,0,0,1,3,3,0,0,2,2,0,3,2,-8.079021324414606,-5.386014216276404,171,4.39639709548691,0.6024590163934426,3.0,-149.8450083420941,1.0022136478403452,2.4136277046026713,6.797799695758344,Cluster_2,7.2522872844828825,9,1.57044449668211,278784,3249,85.2082047362333,1.0,-5.452327396637237,-311.8711064247338,1.0058128142971274,0.7402058523698115,-0.0,-15.79942506345684,-7.89971253172842,-0.5906649742892686,3,3,3,1,0,1.9090909090909092,3,0,3,0,6,0,0,3,0,0,0,3,4,1,1,5,7,27.692487115210504,1584,3.0,-3.7595213086427623,0,171,-153.5014051638775,-1.2531737695475875,12,8,1584,6,0,0,5856,5856,3.0,2.0,-5.14119538826384,108.81818181818183,171,0,0,9
30,RL,60.0,8.594339400592892,Pave,<None>,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,-0.8171343255986645,BrkTil,No,Unf,-1.3528794921740803,Unf,-0.3596623231834907,0.4752534947743546,691,GasA,Y,FuseA,-1.488847573337008,-0.8700861080477102,0,-2.1609538135698227,0,0,1,0,2,1,4,Typ,0,Detchd,-0.0531493482203524,Unf,1,216,N,-0.94902605868455,0.3339268597426471,2.4512143283834757,0,-0.2940036598327685,0,<None>,<None>,<None>,0,1,2007,WD,Abnorml,87,0.8570093761655414,57,-1.7411456564763383,1.0,-0.0922626891784133,11.362114203075018,1920,0,0,1,1,0,1,3,3,2,3,5,5,0,2,3,-8.705728282381692,-8.705728282381692,522,3.7169887545890306,0.9277504105090313,1.0,1.3564615978795858,0.9331084137309421,3.2491274495578915,2.6810050823675917,Cluster_2,3.0315881970664194,25,4.66972138438196,46656,7569,73.86266973258338,1.0,-11.596019386328647,-291.44068795726116,0.12448658151362837,2.915693824401186,-932.3403489743864,-3.4454428360938665,-1.7227214180469332,-1.3492624442465795,1,1,1,0,1,3.3636363636363638,6,0,6,4,3,0,0,2,5,0,0,0,1,1,1,7,6,42.97169700296446,1080,5.0,-10.804769067849113,3455,435,-151.47967211344144,-2.1609538135698227,20,20,432,5,1382,3455,9600,9750,5.0,5.0,-5.85658084451132,292.6363636363636,435,30,1,25
20,RL,75.0,9.38915578944085,Pave,<None>,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.9457024140436084,PConc,No,GLQ,-0.6828513101943224,Unf,-0.3596623231834907,1.7054748432498874,1574,GasA,Y,SBrkr,1.130777471232475,-0.8700861080477102,0,0.2782127060274009,0,0,2,0,3,1,7,Typ,1,Attchd,0.3816715965875489,RFn,3,824,Y,0.9916324490785964,1.0962930656389045,-0.4079206211050907,0,-0.2940036598327685,0,<None>,<None>,<None>,0,7,2008,WD,Normal,2,-1.278041241431895,2,0.8146024738039422,2.0,0.6244448536201438,12.354496960983983,2000,0,0,1,1,1,0,4,3,4,3,5,4,4,3,3,6.516819790431538,3.258409895215769,10,2.303576507595917,1.0903328050713155,1.0,45.3263246553518,1.0194035697907677,0.82984459594231,1.458861835701388,Cluster_3,0.6635771903275024,64,0.07740230979508898,678976,4,88.15624643839062,4.0,5.174221861253396,454.0939472393934,0.34412212186128194,0.15331881778171777,867.4076128092296,5.476396821117143,2.3470272090502045,1.1021697748528965,2,2,3,1,0,4.181818181818182,8,3,5,7,0,2,6,5,4,0,0,2,5,0,0,3,8,75.1132463155268,6592,16.0,2.225701648219207,12592,16,1.6292049476078845,0.5564254120548018,56,28,2472,24,6296,12592,16048,16048,16.0,8.0,3.4065194359073945,8.363636363636363,16,0,0,64
90,RL,0.0,9.35018926709258,Pave,<None>,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Feedr,RRAn,Duplex,1Story,5,6,1976,1976,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.1994739306308808,CBlock,No,Unf,-1.3528794921740803,Unf,-0.3596623231834907,1.8557798520584952,1680,GasA,Y,SBrkr,1.3375332921994685,-0.8700861080477102,0,0.4774120229793703,0,0,2,0,4,2,8,Typ,0,Detchd,0.2271020421084458,Unf,2,528,Y,-0.94902605868455,-1.0703598832348913,-0.4079206211050907,0,-0.2940036598327685,0,<None>,<None>,<None>,0,6,2007,WD,Normal,31,0.2740631316740511,31,1.0508208288487615,2.0,-1.7028482440615262,11.827049837927534,1970,0,0,1,1,0,0,3,3,3,3,2,3,0,3,3,5.254104144243808,3.1524624865462845,186,2.6278268310897857,0.79004329004329,-1.0,3.9755804605392306,1.015172879313906,-1.9609219865552843,-2.215702333668008,Cluster_0,1.104224414342398,25,0.2279222396852548,278784,961,87.42603933045326,4.0,4.559242394832393,257.4578883599478,-0.830325214230162,0.23279070324605974,819.1841902361974,5.414874033492082,2.707437016746041,0.9752192740907113,1,1,2,1,0,3.090909090909091,6,0,6,2,2,4,1,4,6,0,0,0,2,1,1,1,4,46.7509463354629,2640,10.0,2.3870601148968515,8400,155,32.575445694311604,0.9548240459587406,40,24,1584,10,5040,8400,9880,9880,10.0,6.0,3.2479916528052626,95.81818181818181,155,0,0,25
120,RL,43.0,8.065579427282092,Pave,<None>,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.5982565321972478,PConc,No,GLQ,-0.7916696027113379,Unf,-0.3596623231834907,1.4350545061019022,1346,GasA,Y,SBrkr,0.986402969936646,-0.8700861080477102,0,0.1397076804697764,0,0,2,0,1,1,7,Typ,1,Attchd,0.3764691893871889,Fin,2,457,Y,1.0167850973639008,-1.0703598832348913,-0.4079206211050907,0,-0.2940036598327685,0,<None>,<None>,<None>,0,5,2009,WD,Normal,4,-0.9191463733376204,3,0.4645716280677866,2.0,0.1688493280935091,12.10625783509458,2000,0,0,1,1,1,1,4,3,4,3,5,4,4,3,3,3.2520013964745065,1.8582865122711465,20,1.0,0.9754098360655737,2.0,1.633303406359035,0.8756996523424381,1.2379794866381657,0.8319957769989205,Cluster_1,0.21582679760555387,49,0.019518235982245145,208849,16,65.05357149779611,4.0,5.5071252731578815,312.0366332665623,0.11528922509325987,0.09539149727630129,919.0400620936387,6.1419257937392056,0.8774179705341723,1.3655870164838613,3,3,2,1,0,4.090909090909091,7,3,4,7,0,3,2,1,1,0,0,2,0,0,4,6,5,56.45905599097465,3199,14.0,0.9779537632884349,9422,28,1.8582865122711465,0.2794153609395528,49,28,1371,14,5384,9422,14035,14042,14.0,8.0,1.9005202966409454,16.363636363636363,28,1,1,49
