Rank,TeamId,TeamName,LastSubmissionDate,Score,SubmissionCount,TeamMemberUserNames
2995,14611599,"Kalasthri Harshini","2025-10-27 17:39:01",0.13910,1,kalasthriharshini
2996,14807813,"Xuecheng Yuan","2025-11-21 13:15:18",0.13911,1,xuechengyuan
2997,14584407,Medforu,"2025-10-24 12:07:17",0.13911,10,medforu
2998,14865028,"yoonhun oh","2025-12-02 13:03:10",0.13911,2,yoonhunoh
2999,14608219,yoonseoyoung,"2025-12-02 11:22:43",0.13912,5,yoonseoyoung00403
3000,14605039,"John #50","2025-10-26 17:26:17",0.13912,3,johntooth
3001,14900771,"lll hxx","2025-12-05 06:43:25",0.13913,1,lllhxx
3002,10349536,K.Yamaji,"2025-11-03 13:57:35",0.13917,4,kyamaji
3003,14653096,LifePANDA,"2025-11-21 08:55:24",0.13918,4,lifepanda
3004,13583533,"Yassine Ben Msarra","2025-10-30 10:08:34",0.13919,1,yassinebenmsarra
3005,14820854,yuhang1,"2025-11-25 15:56:15",0.13919,4,yuhang1
3006,14616560,"Kushagra Sharma #2","2025-10-28 13:44:42",0.13921,1,kushagrasharma01234
3007,14713141,"Lakshay Goyal #2","2025-11-20 11:55:07",0.13922,5,shaylak
3008,14815736,"Ruslan #10","2025-12-19 18:32:51",0.13925,3,bulendula
3009,14888786,songmeijie,"2025-12-03 14:16:14",0.13926,1,songmeijie
3010,14697486,sanjining,"2025-11-10 09:25:44",0.13927,1,sanjining
3011,14993541,Moxieqt,"2025-12-18 20:37:06",0.13927,1,moxieqt
3012,14897566,"Ryoma Kato","2025-12-08 08:15:46",0.13933,15,ryoumakatou
3013,14765839,Littlefrosh,"2025-11-19 12:44:06",0.13936,1,littlefrosh
3014,14581506,"Xin Yili","2025-10-30 09:21:49",0.13939,1,lilixxy
3015,14545704,"masu #3","2025-10-23 09:39:34",0.13942,4,yuumasumizu
3016,14583488,門脇壮弘,"2025-11-07 08:15:42",0.13944,16,mahirokadowaki
3017,14722622,josepheeee,"2025-11-19 01:27:22",0.13945,1,josepheeee
3018,13925237,"Aditya Kumar Singh #6","2025-11-27 16:04:16",0.13947,2,adityakumarsingh135
3019,15001463,"Baptiste Horn","2025-12-20 14:19:14",0.13948,1,baphorn
3020,14708270,Anviszhyy,"2025-11-12 18:12:23",0.13948,1,anviszhyy
3021,14960980,AnJanghyuk,"2025-12-13 05:06:03",0.13949,1,janghyuk02
3022,14670739,"Rex Linder","2025-11-23 20:58:53",0.13953,9,rexlinder
3023,14866469,zyhandy,"2025-12-07 07:49:14",0.13954,5,zyhandy
3024,14935608,SHEN_SAMA,"2025-12-09 09:32:32",0.13955,3,shensama
3025,14373500,山田郁斗,"2025-11-06 00:58:11",0.13957,25,pyro14
3026,14654860,dfsfss,"2025-11-22 10:00:10",0.13962,2,dfsfss
3027,14842140,是冰薰樱鸭,"2025-11-26 12:51:27",0.13966,3,icysherry
3028,14976729,YMY12345,"2025-12-16 08:51:44",0.13968,1,ymy12345
3029,14673384,"Paul Marty","2025-11-12 16:28:46",0.13972,4,aahzdf
3030,14860106,"xinchen wu","2025-12-01 11:22:21",0.13972,3,xinchenwu
3031,14966444,kobe_huang_0919,"2025-12-15 00:59:33",0.13974,1,kobehuang0919
3032,14697326,"Henry Christian","2025-12-12 09:27:39",0.13980,3,henrychristian7555
3033,14836170,"Joe Pocono","2025-11-25 17:27:45",0.13981,3,joepocono
3034,14716761,OSU-25-63926,"2025-11-18 05:32:33",0.13983,21,cookiejose
3035,13708227,CloudyRain07,"2025-12-02 10:00:44",0.13983,1,cloudyrain07
3036,14677987,"Asmita Bhandari","2025-11-24 03:54:33",0.13984,3,asmitabh
3037,14604435,"LIU SG111","2025-10-28 12:38:00",0.13984,8,liusg111
3038,14724129,"Lucia Cordero Espinoza","2025-11-13 15:58:56",0.13987,1,luciacorderoespinoza
3039,14760378,OSU-25-53681,"2025-11-16 21:51:09",0.13990,4,katherinebronstein
3040,14475313,"Lucky S Lodhi","2025-11-05 14:45:01",0.13991,2,luckyslodhi
3041,14966062,"Mohit Chouhan #2","2025-12-17 08:19:15",0.13993,1,ajkraksh24
3042,14859573,huangjie,"2025-12-03 05:31:06",0.13995,2,jie0826
3043,14779111,whari42,"2025-11-20 01:50:33",0.13997,1,whari42
3044,14633634,SonaliSV,"2025-12-16 23:44:26",0.13999,6,sonalisv
3045,14761383,OSU-25-10489,"2025-11-18 04:39:08",0.14001,18,ja24osu
3046,14579586,"Rakshith Ah","2025-11-22 11:16:49",0.14004,3,rakshithahhhhh
3047,14604054,"Md Naimul Hussain Chowdhury","2025-10-27 03:24:39",0.14005,1,mdnchowdhury
3048,14383629,"David Khachatryan","2025-10-22 12:51:55",0.14007,2,davidkhachatryan09
3049,14978410,"Taron Seynyan","2025-12-18 09:49:20",0.14008,3,taronseynyan
3050,14990299,"Taron Seynyan #2","2025-12-18 09:57:49",0.14008,1,taronsey
3051,14632019,"Bensalah Omar","2025-10-30 14:55:08",0.14010,2,bensalahomar
3052,14598105,Srishvondrachfels,"2025-10-25 09:19:10",0.14014,1,srishvondrachfels
3053,14961499,k2ramen,"2025-12-15 04:43:24",0.14016,1,k2ramen
3054,13117952,"[HSE LYC] andrew_chist","2025-11-18 21:56:24",0.14019,5,andrewchist
3055,14687284,SaYaKoPo,"2025-11-11 15:00:48",0.14025,5,sayakopo
3056,14717678,"Nils Wiggers","2025-12-04 21:04:04",0.14028,2,nilswiggers
3057,14550055,"Abdalla Elgali","2025-10-25 10:47:02",0.14029,1,abdallaelgali
3058,14896619,lajiaoyou0000,"2025-12-04 12:52:38",0.14029,1,lajiaoyou0000
3059,14567027,Donaus,"2025-10-28 05:58:45",0.14030,5,donaus
3060,14634941,高涌涛666,"2025-10-31 06:08:37",0.14030,5,gyt6666
3061,12785293,Fronbois_KR,"2025-11-07 10:01:53",0.14030,17,fronboiskr
3062,14602932,Artemia,"2025-10-26 08:26:37",0.14030,1,artemia9856fgvb
3063,14440203,"Benjamin Eschman","2025-11-03 16:24:12",0.14031,2,benjamineschman
3064,14673262,"Aurore Fallourd","2025-11-13 13:47:21",0.14037,12,aurorefallourd
3065,14668125,"Ding Ka Chun","2025-11-12 13:09:19",0.14044,2,dingkachun
3066,14927354,quanxuecoding,"2025-12-08 08:39:56",0.14044,1,quanxuecoding
3067,14862939,"Ridge Squad Math444","2025-12-05 23:28:35",0.14049,6,"cristianhu21,earthboy1394921,gradylewis,owendouphner"
3068,14820681,黄浩宇,"2025-11-23 15:21:56",0.14053,3,qwefgsd
3069,14660956,ThunderICE4693,"2025-11-04 13:16:36",0.14054,2,thunderice4693
3070,14842226,"Ding Zheng Yuan","2025-12-13 09:45:10",0.14057,1,dingzhengyuan
3071,14639681,"Dunja Cvjetinović","2025-11-25 14:23:18",0.14059,3,dunjacvjetinovi
3072,14662935,"aqiib jutt","2025-11-04 20:08:01",0.14060,1,aqiibjutt
3073,14660202,"Daniel TDDD","2025-11-12 09:38:36",0.14061,1,danieltddd
3074,14805286,greenflame41,"2025-11-21 09:35:17",0.14062,1,greenflame41
3075,14828750,tsurapi,"2025-11-24 15:34:24",0.14063,2,tsurapi
3076,14671899,"Siddhi Behere","2025-11-07 07:47:02",0.14064,1,siddhibehere
3077,14634686,liudingchang,"2025-10-31 03:33:04",0.14065,10,liudingchang
3078,14613750,"Hoàng Giang Lê","2025-10-28 04:33:41",0.14070,7,honggiangl
3079,14982666,nameno156,"2025-12-17 06:45:48",0.14079,4,nameno156
3080,14996695,"Raunak Sahay","2025-12-19 10:20:30",0.14082,4,raunaksahay
3081,14961455,ZhaoZeHua,"2025-12-13 07:12:19",0.14082,1,zhaozehua
3082,14586716,"Kévin Tcha","2025-10-23 15:00:16",0.14083,2,kvintcha
3083,14812686,"Yuyong Kim","2025-11-23 13:30:27",0.14085,1,yuyongkim
3084,14708153,klmnstre,"2025-11-13 08:07:06",0.14087,2,klmnstre
3085,14801480,"Amjad Bakro","2025-11-25 10:01:45",0.14089,5,amjadbakro
3086,14823091,"Jesus Katutadai","2025-11-24 12:13:33",0.14089,1,jesuskatutadai
3087,14956513,"Dheeraj Wankhade","2025-12-13 12:26:41",0.14089,1,dheerajwankhade
3088,14900600,"Alberto Sandoval","2025-12-07 10:24:58",0.14093,10,albertodsandoval1
3089,14893781,"Alberto Rubalcava","2025-12-07 10:29:43",0.14093,1,albertorubalcava
3090,14700496,"Jaden Song","2025-11-10 16:36:05",0.14093,1,hitjadensong
3091,14364795,"Naif Turki Alotaibi","2025-10-22 21:28:59",0.14096,1,naifturkialotaibi
3092,14428108,"Yi-Han,Haung","2025-11-27 08:47:31",0.14100,32,yihanhaung
3093,14673630,"Jan Eichstaedt","2025-11-06 15:33:47",0.14102,1,janeichstaedt
3094,14772383,Keith_Aenggi_Wang,"2025-11-19 04:21:33",0.14102,1,keithaenggiwang
3095,14705136,hardikjainiitg,"2025-11-26 10:49:42",0.14103,3,hardikjainiitg
3096,14651121,"Minjian Li","2025-11-05 05:59:01",0.14103,4,minjianli
3097,14788938,"YouthFul Su","2025-11-22 08:14:34",0.14104,9,youthfulsu
3098,14599981,"Alex NumberOne","2025-10-25 15:33:40",0.14105,1,alexnumberone
3099,14557349,mahuamin,"2025-10-22 13:51:28",0.14107,5,mahuamin
3100,14896644,CodeWMartin,"2025-12-11 13:39:59",0.14110,1,codewmartin
3101,14965549,"neng yan","2025-12-14 06:17:15",0.14111,1,nengyan
3102,14934727,"Joey-Yee Wong","2025-12-09 07:06:48",0.14112,1,joeyyeewong
3103,14712106,Liuchao051,"2025-12-18 00:57:32",0.14115,14,liuchao051
3104,14713129,"Hannah Ariza","2025-11-21 13:37:40",0.14118,17,hannahariza
3105,14902892,Rugved03,"2025-12-05 16:03:06",0.14118,3,rugved03
3106,14403429,SMBUmaliujia,"2025-11-19 19:31:15",0.14119,4,smbumaliujia
3107,14715508,ajinkya.bendre22,"2025-11-18 06:20:18",0.14121,3,ajinkyabendre22
3108,9921370,kaibaur,"2025-11-03 23:53:41",0.14125,4,kaibaur
3109,14548637,吉田悠真,"2025-10-31 10:20:56",0.14125,11,yumayoshida0523
3110,11815944,Masa100507,"2025-10-26 08:35:19",0.14125,1,masa100507
3111,14646750,mac_xxx_xxx_0502x320,"2025-11-07 08:00:54",0.14125,1,macxxxxxx0502x320
3112,14602416,CaiXY06,"2025-10-26 15:51:25",0.14125,5,caixy06
3113,14626808,"Jin #3","2025-11-14 17:11:40",0.14128,13,kjanalyst
3114,14693526,tessND,"2025-11-09 17:10:02",0.14130,1,tessnd
3115,14730187,riveraea,"2025-11-20 01:22:39",0.14133,1,riveraea
3116,14657183,OSU-25-87221,"2025-11-17 23:23:04",0.14134,9,jeremyprater
3117,14721299,"Anmol Mishra #2","2025-11-15 14:49:29",0.14138,2,ammusic
3118,14833687,"Aditya Borhade01","2025-11-25 12:03:26",0.14139,1,adityaborhade01
3119,14504727,"ML Real Estate","2025-11-18 00:44:21",0.14139,7,"connorwaite15,jadondespain"
3120,12876505,"Bore Gao","2025-11-23 20:39:00",0.14145,1,boregao
3121,14705742,"Christianus Yanuar","2025-11-11 06:40:25",0.14149,1,christianusyanuar
3122,14741409,AnujD1122,"2025-11-17 16:49:33",0.14149,1,anujd1122
3123,14719879,"Thanh Nhan Nguyen #2","2025-11-13 02:36:11",0.14150,1,nhanthanhnguyen7979
3124,14634485,"Thanh Nhàn Nguyễn","2025-11-13 02:31:47",0.14150,13,ntnhan2005
3125,14443060,"Loyal Dog Koro","2025-10-24 05:38:20",0.14155,6,loyaldogkoro
3126,14852611,"Jiatong Yan","2025-11-28 09:17:54",0.14155,2,jiatyan
3127,14766500,"JEONGSOO SHIN","2025-11-18 05:17:24",0.14159,1,jeongsooshin
3128,14692907,"[Deleted] 5b2eb2af-d2b9-4e38-adaf-dbf4ea114dc0","2025-11-09 16:14:18",0.14161,2,del=666efb806a3cd153
3129,14878233,"Jacob Murphy","2025-12-01 21:34:21",0.14164,1,jacobmurphy14
3130,14522225,"Akiko Hiroo","2025-11-03 07:39:54",0.14167,1,akikohiroo
3131,14763781,"Saipriya Sheela","2025-11-17 07:12:05",0.14168,2,saipriyasheela
3132,14920266,seven56177732,"2025-12-11 05:23:28",0.14180,2,seven56177732
3133,14981504,znzou47,"2025-12-17 02:11:58",0.14185,1,znzou47
3134,14789028,Yuqianzz,"2025-11-23 11:36:20",0.14186,6,yuqianzz
3135,14875009,"Madhu Sudhan #2","2025-12-02 06:57:22",0.14189,3,madhusudhan5507
3136,14817393,EasyMoneySniperDD,"2025-11-27 15:13:33",0.14190,1,easymoneysniperdd
3137,14649313,"Andrew Xu #2","2025-12-05 02:44:47",0.14191,5,andrewxu4321
3138,14876320,dusino,"2025-12-01 16:49:21",0.14192,3,dusino
3139,14561153,scy82ery823y6r8,"2025-10-27 01:30:02",0.14193,3,scy82ery823y6r8
3140,14982004,fengguodong8,"2025-12-17 04:26:09",0.14194,1,fengguodong8
3141,8112277,cupniconiconi,"2025-10-31 04:37:23",0.14194,33,cupniconiconi
3142,14899566,"spacing mew","2025-12-05 07:47:15",0.14202,1,spacingmew
3143,14891333,"Christ Zhang","2025-12-04 08:53:11",0.14205,4,christzhang
3144,14432397,"Eugene Jansen van Nieuwenhuizen","2025-11-12 04:03:18",0.14205,1,eugenejvn
3145,14993623,"Alexandre Muchanga","2025-12-18 20:27:51",0.14205,1,alexandremuchanga
3146,14991650,"parsa pournoury","2025-12-20 08:40:43",0.14206,2,parsapournoury
3147,14678953,"c xb","2025-11-07 07:58:40",0.14207,1,cxb66666
3148,14979243,"Chenkang Xu","2025-12-17 16:42:08",0.14208,1,chenkangxu
3149,14648640,omarstat2,"2025-11-06 14:42:11",0.14211,1,omarstat2
3150,14865651,Mengzezz,"2025-12-02 14:17:58",0.14211,1,mengzezz
3151,14826632,xianhaotian,"2025-11-25 04:17:03",0.14217,3,xianhaotian
3152,14819022,"bastian natanaels","2025-11-23 11:18:42",0.14217,1,bastiannatanaels
3153,14925239,lpp020113,"2025-12-08 05:34:31",0.14220,2,lpp020113
3154,14674950,"Deborah Caruge","2025-11-06 15:45:13",0.14221,2,deborahcaruge
3155,14887216,"Josu Art","2025-12-09 12:31:38",0.14223,3,josuart
3156,14630655,"Peyal Bepari81","2025-11-04 09:44:06",0.14223,1,peyalbepari81
3157,14734867,"Harsh Doud","2025-11-14 17:03:27",0.14224,1,harshdoud
3158,14872587,"TK DevWorks","2025-12-01 08:20:59",0.14224,1,tkdevworks
3159,14734757,"Smit Jain","2025-11-14 16:56:57",0.14225,1,smitjain767
3160,14837189,chuscigales,"2025-12-07 20:32:34",0.14227,2,chuscigales
3161,14633327,"Pat Talley","2025-12-08 16:11:52",0.14229,60,pattalley
3162,14914531,"Konstantin Smirnov","2025-12-14 14:55:48",0.14229,4,konstantinsmirnovdev
3163,14989551,"Deniz Arda Örnek","2025-12-19 11:27:50",0.14229,1,denizardarnek
3164,14966884,chenyvfei,"2025-12-15 06:36:08",0.14230,2,chenyvfei
3165,14772650,cccmxxx,"2025-11-19 03:58:52",0.14230,2,cccmxxx
3166,14893315,"dua nguyenvan","2025-12-04 10:23:12",0.14232,1,duanguyenvan
3167,14728035,"Ben Rudolph","2025-11-17 20:18:37",0.14233,3,br3874
3168,14881621,noeasyday,"2025-12-16 15:48:13",0.14238,9,noeasyday
3169,14633922,"joe h","2025-10-31 18:05:43",0.14240,4,aljoerithm
3170,14545719,"Nobuo Terajima","2025-10-24 01:27:58",0.14242,10,nobuoterajimab
3171,14983855,guoyie,"2025-12-17 08:42:35",0.14243,1,guoyie
3172,14761849,OSU-2025-19679,"2025-11-18 07:53:03",0.14244,10,chansen12
3173,14729156,ShoakXu,"2025-11-16 22:25:13",0.14250,7,shoakxu
3174,14726167,molamolaxtq,"2025-11-13 14:57:38",0.14253,2,molamolaxtq
3175,14845619,神谷　友紀,"2025-12-18 13:21:33",0.14254,2,yuki2path21journey
3176,14639441,"Mohammad H 4002","2025-11-01 08:32:18",0.14254,2,mohammadh4002
3177,14708431,"x qc","2025-11-12 12:07:01",0.14257,1,xuqucheng
3178,14975803,tikduan,"2025-12-20 07:27:26",0.14258,3,tikduan
3179,10667240,"Arvindh #2","2025-10-29 12:37:30",0.14259,6,arvindh22
3180,14898683,"Abderraouf Hachani","2025-12-04 19:43:50",0.14263,1,abderraoufhachani
3181,14962414,"Andy Wu #2","2025-12-15 16:37:42",0.14264,1,andyywuu
3182,14712243,"Asifa Godugu","2025-11-12 04:03:57",0.14268,1,asifagodugu
3183,14697447,"Naga vinay Kumar","2025-11-12 06:07:49",0.14270,3,nagavinaykumar
3184,14710249,"Trevor Sheehy","2025-11-24 06:04:19",0.14270,2,trevorsheehy
3185,14655654,"Juan Roset Moreno","2025-11-09 17:24:20",0.14272,1,juanrosetmoreno
3186,14695461,"Phúc Phan Trọng","2025-11-13 06:51:59",0.14273,15,fucfan
3187,14680842,尹正琴,"2025-11-09 05:41:54",0.14275,1,tyn54088
3188,14364910,SILAMINE,"2025-10-22 14:30:41",0.14277,8,silamine
3189,14654332,"Kiến Nguyên Trà Dương","2025-11-05 07:39:32",0.14278,1,kinnguyntrdng
3190,14640492,"QUÂN NGUYỄN ĐỖ MINH","2025-11-01 05:44:36",0.14283,2,ndmquan
3191,14540485,"Monica 2004","2025-11-28 07:01:50",0.14290,2,"chenlele1,jocelynzha,monica111233,newsoul007,wangchongjun"
3192,14499867,SammyMurdoch,"2025-11-13 18:48:24",0.14292,3,sammymurdoch
3193,14964820,"Brooklyn Chen","2025-12-13 19:58:50",0.14295,4,br00klyn
3194,14819571,"Ashley Hsyyy","2025-11-23 11:23:51",0.14299,10,ashleyhsyyy
3195,14998939,shannonxzoe,"2025-12-20 00:58:59",0.14300,4,shannonxzoe
3196,14692429,"user pdf","2025-11-09 16:40:05",0.14302,3,userpdf
3197,12430024,"Jonathan Amdahl","2025-12-07 19:29:30",0.14302,1,jonathanamdahl
3198,14787343,"zHanm1ng Liang","2025-11-19 04:54:48",0.14303,2,zhanm1ngliang
3199,14673419,"Steven Boulé","2025-11-13 08:07:02",0.14303,10,stevenboul
3200,14660672,cxp1111,"2025-11-06 04:05:51",0.14304,3,"cxp1111,lwx222,zjw333"
3201,14607060,"Allan Sevilla","2025-10-27 04:14:23",0.14304,5,allansevilla
3202,14744825,"Kaggler Xinrui","2025-11-15 12:20:09",0.14304,7,kagglerxinrui
3203,14935622,lining,"2025-12-09 09:42:13",0.14305,2,lining2134123
3204,14567696,"Ryota Tokuda徳田 涼太（カウネット ＳＣＭ推進部）","2025-10-24 06:45:58",0.14307,5,kauscmrt
3205,14744551,OSU-25-22780,"2025-11-16 01:23:00",0.14308,4,haochuanzhang1
3206,14732570,youmiweidemi,"2025-11-15 11:50:40",0.14316,1,youmiweidemi
3207,14663679,"ABDULHAFEDH AHMED","2025-11-09 01:28:26",0.14320,1,abdulhafedhahmed
3208,14698037,"Rakesh Sainatha Reddy","2025-11-10 10:43:50",0.14320,1,"akhilivs,lankalapalliguna,rakeshsainathareddy"
3209,14698214,"Kanishka Terukuntla","2025-11-10 11:21:30",0.14320,1,"kanishkaterukuntla,raavisuhas,siva132"
3210,14763104,"D G THREKSHA","2025-11-17 04:33:48",0.14320,1,"cs24b2012dgthreksha,ramyasahithim"
3211,14690960,jlghjkl,"2025-11-10 10:17:01",0.14324,1,jlghjkl
3212,14607471,Momoliu88,"2025-10-27 07:22:20",0.14325,2,momoliu886
3213,14823693,"Creek Wang121","2025-11-25 09:01:49",0.14325,4,creekwang121
3214,2374923,"Yong Wang","2025-12-17 07:37:07",0.14326,3,wangmiaobeng
3215,14586063,BBBBBolang12138,"2025-10-27 12:41:12",0.14328,3,bbbbbolang12138
3216,12787266,豊田慎弥,"2025-12-09 04:06:56",0.14328,7,tshinya1120
3217,14608958,EurekaLYJ,"2025-10-31 13:10:15",0.14334,4,eurekalyj
3218,14997854,shenhaodezuoye,"2025-12-19 15:51:56",0.14334,3,shenhaodezuoye
3219,14612672,"alexandre pire","2025-10-27 23:15:45",0.14336,2,alexandrepire
3220,14757250,"Nolia X","2025-11-16 11:59:48",0.14337,1,noliax
3221,14830975,choyongjae,"2025-12-03 07:04:21",0.14337,45,imgonnago
3222,14422517,"S Nagakura","2025-12-19 05:28:25",0.14338,5,snagakura
3223,14722252,jh.huang,"2025-11-13 08:03:41",0.14338,5,jinghuih
3224,14841015,luolin131313,"2025-11-27 12:03:40",0.14339,1,luolin131313
3225,14708816,Gaoice,"2025-11-19 07:14:36",0.14341,3,gaoice
3226,14640966,Langxi13,"2025-11-03 15:37:47",0.14341,8,langxi13
3227,14888437,hnbui73,"2025-12-14 16:31:19",0.14342,4,hnbui73
3228,14659428,"Lukasz Sieczkowski","2025-11-12 12:30:08",0.14342,7,lukaszsieczkowski
3229,14832748,"Dipali Dave","2025-11-25 07:35:03",0.14343,1,dipalidave
3230,14963759,ARECLK,"2025-12-16 14:53:15",0.14343,2,areclk
3231,14376987,"Alan Fraser Jackson","2025-11-16 16:25:28",0.14343,6,alanfraserjackson
3232,14977219,"mo mo8585","2025-12-16 13:24:28",0.14344,1,momo8585
3233,14645429,"Henry Huff","2025-11-05 23:15:25",0.14347,3,henryhuff
3234,14601161,"ALONZO VERDELL","2025-10-25 22:46:41",0.14353,2,alonzoverdell
3235,14665634,lhykvn,"2025-11-10 09:41:22",0.14354,4,lhykvn
3236,14766931,"tao meng77","2025-11-18 05:05:32",0.14355,7,taomeng77
3237,14875048,"sumanjit raut","2025-12-03 16:45:46",0.14356,1,sumanjitraut
3238,14726601,"Elias Topfstedt","2025-11-19 18:20:05",0.14356,10,eliastopfstedt
3239,14926542,xianlangz,"2025-12-15 09:16:29",0.14356,2,xianlangz
3240,14894240,fgzhangwenhao,"2025-12-04 07:49:57",0.14357,1,fgzhangwenhao
3241,14765107,ZZCc,"2025-11-19 08:12:27",0.14358,1,zzc1314
3242,14893135,埃鲁蒂科,"2025-12-04 03:21:52",0.14358,1,ref1ecter
3243,14629071,PJ6002,"2025-10-30 11:07:57",0.14359,4,pj6002
3244,14717119,1155214105,"2025-11-12 19:13:05",0.14360,2,zhaolinger111
3245,14727836,"J N Nataraj","2025-11-17 06:22:54",0.14361,1,jnnataraj
3246,14787867,dawn1130,"2025-12-04 12:09:47",0.14361,1,dawn1130
3247,14328290,RaissaH,"2025-11-27 14:28:17",0.14363,3,raissah
3248,5642457,"Clement Moulineau","2025-12-03 14:33:03",0.14364,2,clementmoulineau
3249,14707496,"Ruijian Shi","2025-12-01 08:30:37",0.14366,3,maikesedaweiyao
3250,14813253,KKL23e,"2025-11-23 12:20:41",0.14366,2,kkl23e
3251,14789386,youthguo,"2025-11-19 14:45:18",0.14369,1,youthguo
3252,14882061,yuhyewon,"2025-12-02 12:58:46",0.14371,4,yfifyik
3253,14820308,wat_to_name,"2025-11-30 10:33:57",0.14371,8,wattoname
3254,14882967,royce0802,"2025-12-11 07:56:45",0.14374,9,royce0802
3255,14677753,YujungS,"2025-11-22 04:37:32",0.14375,2,yujungs
3256,14744323,"kook jung","2025-11-16 14:38:51",0.14375,3,kookjung
3257,14592296,"Yong Chen","2025-11-02 09:26:39",0.14378,13,yongchen777
3258,14865179,"Murududla Poornapradeep ","2025-11-30 07:49:25",0.14380,1,poorna134
3259,14642416,programmerQi,"2025-11-02 09:03:16",0.14382,1,programmerqi
3260,14455681,"Eliott Etnier1","2025-10-27 15:55:04",0.14387,1,eliottetnier1
3261,14943449,"Kavya Bhatiya","2025-12-10 13:51:08",0.14387,1,kavyabhatiya
3262,14290351,Vladyslav_ML,"2025-12-20 18:03:13",0.14387,137,vladyslavml
3263,14672734,"Jacqueline jq","2025-11-17 01:11:50",0.14388,1,jacquelinejq
3264,14859018,"Pasindu Sasmitha","2025-11-29 05:53:58",0.14389,1,pasindusasmitha
3265,14789006,稻草人神探,"2025-11-21 07:42:48",0.14390,3,shentans
3266,14885880,_URIEL_CAM,"2025-12-03 06:52:48",0.14392,1,urielcam
3267,14651300,pengsbmark@gmail.com,"2025-11-04 20:39:02",0.14394,5,pengsbmarkgmailcom
3268,14730959,"Eliseo Ilarraza","2025-11-15 06:13:19",0.14395,4,eliseoilarraza
3269,14610171,xiaozeliang66,"2025-10-27 13:59:49",0.14396,1,xiaozeliang66
3270,14630841,"Riddy Mazumder","2025-10-31 22:55:18",0.14397,1,riddymazumder
3271,14687900,"Alex Kozikowski","2025-11-22 20:58:28",0.14398,3,alexkozikowski
3272,14737085,OSU-25-18929,"2025-11-15 00:00:09",0.14398,4,sairamakrishnagudap
3273,14799538,"Pol Pujol","2025-11-20 18:11:41",0.14400,2,polpujol
3274,14521033,"Vinícius Guerra","2025-12-11 18:17:59",0.14404,1,itsvinciusguerra
3275,14862247,"Martine Lussier","2025-11-29 21:38:45",0.14404,2,martinelussier
3276,14704599,"Saiaashish Ravuri","2025-11-11 01:57:15",0.14406,1,saiaashishravuri
3277,14767533,"Test Test #2","2025-12-03 12:14:22",0.14407,5,testtest76
3278,14934535,Seaters,"2025-12-16 06:43:00",0.14412,6,seaters
3279,14765686,nhatnguyenhcmusk24,"2025-11-19 09:02:07",0.14412,1,nhatnguyenhcmusk24
3280,14719265,OSU-25-36089,"2025-11-18 05:55:34",0.14413,18,capybanana123
3281,14612614,"GUILHERME FERNANDO GOEBEL","2025-10-27 23:53:11",0.14414,8,guigoebel
3282,14691628,jixwdxxx,"2025-11-09 11:27:03",0.14415,10,jixwdxxx
3283,14972380,zhengfuwei,"2025-12-17 10:00:37",0.14416,5,zhengfuwei
3284,14714638,"Sabaina Eyram","2025-11-25 20:41:00",0.14416,1,sabainaeyram
3285,14771307,"Carlos Eusebio","2025-11-18 02:04:21",0.14417,1,carloseusebio
3286,14949719,"Revati Pharande","2025-12-16 17:59:27",0.14419,14,revatipharande
3287,14919567,LLLfish,"2025-12-11 07:29:11",0.14419,14,lllfish
3288,14616023,calabresoreizinho,"2025-10-28 13:04:07",0.14421,5,calabresoreizinho
3289,14916622,"Mann Mavani","2025-12-08 01:45:27",0.14421,1,mavanimann
3290,14641124,"Gullet Trite","2025-11-03 11:05:12",0.14422,4,gullettrite
3291,14570926,TBTA,"2025-11-02 00:39:37",0.14423,6,armeltokalobi
3292,14097825,"Ann Mironova","2025-11-25 08:38:59",0.14424,4,annmironova
3293,14787446,"Parchuru Purandhar","2025-11-22 10:59:47",0.14424,1,parchurupurandhar
3294,14623066,"yuheng you","2025-10-30 10:02:05",0.14424,2,yuhengyou
3295,14900002,"Danait Alemu Gebremedhin","2025-12-05 03:42:01",0.14426,2,danusha6
3296,14712083,JJplayer,"2025-11-13 04:54:49",0.14427,5,jjplayer
3297,14581695,USC20234080329,"2025-10-23 03:56:40",0.14427,1,usc20234080331
3298,14977850,chenjiameng,"2025-12-17 14:40:58",0.14428,1,chenjm20252010110732
3299,14789889,"JiaHao Zhang","2025-11-19 11:45:15",0.14430,1,hsr369
3300,14477679,Tryo,"2025-11-22 09:36:10",0.14430,1,shaneisraeln
3301,14612458,CESARVIAL,"2025-10-27 21:37:32",0.14430,2,cesarvial
3302,14887424,"Aurora Jade Garcia","2025-12-05 15:39:33",0.14431,1,aurorajadegarcia
3303,14789836,CJy3342499881,"2025-11-19 12:35:44",0.14434,1,cjy3342499881
3304,14972336,Logan0615,"2025-12-15 12:31:22",0.14434,3,logan0615
3305,14985467,"Sebastian Messmer","2025-12-17 16:07:26",0.14435,1,sebastianmessmer
3306,14939666,Maxzheng0017,"2025-12-10 00:51:22",0.14436,3,maxzheng0017
3307,14636216,CHANYH0,"2025-11-11 10:16:00",0.14439,1,chanyh0
3308,14815596,"nabillah septianisa","2025-11-24 06:17:18",0.14439,1,nabillahseptianisa
3309,14789815,leaves.09.p,"2025-11-19 11:42:39",0.14439,2,leaves09p
